precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MARINOIU RĂZVAN-ANDREI-PARTIDUL NAȚIONAL LIBERAL-voturi","TĂTULESCU IULIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","DÎRVARU ION-EMANUIL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"CENTRUL DE CULTURĂ ING. ”MIHAIL LUPESCU”",86,"ORAŞ FIENI",65609,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:28:52",1538,1525,1,8,4,714,702,0,8,4,682,32,1687,973,106,523,53
16,DÂMBOVIŢA,"GRĂDINIŢA ”DUMBRAVA MINUNATĂ” FIENI",89,"ORAŞ FIENI",65609,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:56:09",554,541,0,10,3,215,202,0,10,3,204,11,610,395,21,170,13
16,DÂMBOVIŢA,"GRĂDINIȚA ”PINOCHIO” COSTEȘTI",91,"ORAŞ FIENI",65609,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:04:27",622,609,0,3,10,325,312,0,3,10,316,9,680,355,14,236,66
16,DÂMBOVIŢA,"GRĂDINIȚA ”PITICII” BEREVOIEȘTI",90,"ORAŞ FIENI",65609,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:00",543,536,1,3,3,283,276,1,3,3,273,10,590,307,36,224,13
16,DÂMBOVIŢA,"GRUP ŞCOLAR INDUSTRIAL ”INGINER AUREL RAINU” FIENI",87,"ORAŞ FIENI",65609,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:41:06",1389,1377,2,8,2,549,539,0,8,2,526,23,1510,961,90,412,24
16,DÂMBOVIŢA,"GRUP ȘCOLAR INDUSTRIAL ”INGINER AUREL RAINU” FIENI",88,"ORAŞ FIENI",65609,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:35:46",1470,1460,0,8,2,656,646,0,8,2,627,29,1630,974,118,454,55
