precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IVANOV CIPRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","NICULĂESA SORIN-FLORENTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","ROMAN MIHAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COTIUGĂ CONSTANTIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 1 COPĂLĂU",181,COPĂLĂU,36569,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:27:57",975,952,1,0,22,528,505,1,0,22,504,24,1100,572,313,166,13,12
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR.1 COPĂLĂU",180,COPĂLĂU,36569,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:17:19",1259,1237,2,3,17,683,663,1,3,16,665,18,1300,617,371,235,26,33
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR. 2 COTU",183,COPĂLĂU,36569,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:30:05",493,480,0,0,13,248,235,0,0,13,240,8,531,283,139,89,4,8
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR.3 CERBU",182,COPĂLĂU,36569,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:04",676,666,0,1,9,330,320,0,1,9,318,12,800,470,189,107,4,18
