precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NECULAI ŞTEFAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CHIŢU RADU-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","POPA SILVIU-DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞTEFAN TIMOFTE-PARTIDUL S.O.S. ROMÂNIA-voturi","MARIN MIHAI-ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","MAXIM MITREA-PARTIDUL MIȘCAREA POPULARĂ-voturi","MIHAIL STELIAN-FORȚA DREPTEI-voturi"
38,TULCEA,"CASA DE CULTURĂ PAUL BARBĂNEAGRĂ",60,"ORAŞ ISACCEA",159687,1,PART,PRCNCT,P,P_SV,"2024-06-10 14:16:57",1255,1236,0,2,17,689,670,0,2,17,672,11,1372,683,232,245,152,2,5,17,19
38,TULCEA,"GRĂDINIŢA ”CONSTANTIN BRĂTESCU”",62,"ORAŞ ISACCEA",159687,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:49:16",1298,1287,0,1,10,719,708,0,1,10,690,29,1412,693,291,177,158,17,3,23,21
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL REVĂRSAREA",63,"ORAŞ ISACCEA",159687,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:41:10",386,375,0,9,2,205,194,0,9,2,201,4,415,210,47,92,31,13,3,4,11
38,TULCEA,"LICEUL TEORETIC ”CONSTANTIN BRĂTESCU”",61,"ORAŞ ISACCEA",159687,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:13:40",1147,1127,1,9,10,629,610,0,9,10,618,11,1257,619,302,145,124,20,3,11,13
