precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
5,BIHOR,"CĂMIN CULTURAL CHEȘEREU",327,CHERECHIU,28497,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:35:59",815,790,1,1,23,550,525,1,1,23,527,23,895,345,401,36,90
5,BIHOR,"CĂMIN CULTURAL - TÂRGUȘOR",328,CHERECHIU,28497,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 17:15:07",446,431,0,3,12,257,242,0,3,12,242,15,489,232,175,11,56
5,BIHOR,"ȘCOALA GIMNAZIALĂ ”BOCSKAI ISTVAN”",326,CHERECHIU,28497,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:50:07",583,562,1,3,17,367,347,0,3,17,358,9,640,273,305,4,49
