precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PRO ROMÂNIA-voturi","ULINIUC VALENTIN-voturi"
7,BOTOŞANI,"CAMINUL CULTURAL BIZNOASA",293,LUNCA,37912,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:28:54",493,466,0,1,26,305,278,0,1,26,281,24,500,195,105,45,11,88,21,11
7,BOTOŞANI,"CAMINUL CULTURAL LUNCA",292,LUNCA,37912,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:40:01",759,729,0,6,24,398,373,0,3,22,355,43,800,402,108,78,63,51,46,9
7,BOTOŞANI,"CAMINUL CULTURAL STROIESTI",294,LUNCA,37912,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:26:04",639,616,0,2,21,348,325,0,2,21,324,24,700,352,130,86,27,31,31,19
7,BOTOŞANI,"CĂMINUL CULTURAL ZLĂTUNOAIA",295,LUNCA,37912,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 11:24:48",1274,1221,0,7,46,673,622,0,7,44,628,44,1300,628,161,337,36,55,30,9
7,BOTOŞANI,"SCOALA GENERALA STANESTI",296,LUNCA,37912,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:36:55",106,96,0,8,2,65,55,0,8,2,60,5,181,116,19,34,3,2,2,0
