precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROBU NICOLAE-ALIANȚA ELECTORALĂ PSD PNL-voturi","SÎRBU ILIE-VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BAŞ ANA-MARCELA-PARTIDUL S.O.S. ROMÂNIA-voturi","CORAŞ DANIEL-MARIUS-PARTIDUL ROMÂNIA PUTERNICĂ-voturi","MOROIANU DUMITRU-PARTIDUL ROMÂNIA MARE-voturi","OLAJOS JANI-RAUL-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","FRITZ DOMINIC SAMUEL-ALIANȚA TIMIȘOARA UNITĂ USR - PMP - FORȚA DREPTEI - UDMR-voturi","JIANU FLORIN-ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","VASILE MARIAN-CONSTANTIN-voturi","MOŞ CRISTIAN-ALIN-voturi"
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.27)",26,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:02:46",1224,1213,1,10,0,547,537,0,10,0,536,11,1300,753,207,22,1,0,3,17,270,0,9,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.27)",25,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:26:26",1237,1226,4,6,1,540,534,0,5,1,537,3,1297,757,187,23,1,2,2,4,296,2,16,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",133,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:30:39",1474,1443,0,31,0,644,613,0,31,0,606,6,1600,886,199,20,14,2,2,7,347,4,9,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",137,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:36:33",1523,1507,6,10,0,652,641,1,10,0,642,10,1600,948,226,28,9,1,0,7,349,2,15,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",136,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:51:56",1576,1554,7,15,0,731,715,1,15,0,719,12,1600,869,305,19,14,6,0,13,345,0,10,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",134,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:43:35",1474,1444,21,9,0,648,639,0,9,0,638,10,1593,945,232,22,13,2,7,6,347,3,5,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",135,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:07:31",1825,1790,18,17,0,882,865,0,17,0,877,5,1800,918,322,36,11,0,2,15,474,1,14,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 27",86,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:25:57",1523,1514,4,5,0,630,625,0,5,0,609,17,1800,1174,256,20,12,2,3,7,290,1,10,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 27",88,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:37:48",1538,1528,1,9,0,584,575,0,9,0,582,2,1600,1016,213,15,18,5,2,5,299,4,11,10
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 27",87,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:51:09",1541,1530,5,6,0,631,625,0,6,0,625,6,1600,969,255,25,18,2,1,9,292,4,15,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 27",85,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:16:30",1566,1560,2,4,0,628,624,0,4,0,620,8,1600,972,249,32,11,1,3,15,292,0,14,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.27 (GRADINIŢA CU PROGRAM PRELUNGIT NR. 3)",83,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:30:09",1173,1160,9,4,0,501,497,0,4,0,493,8,1200,699,183,27,7,5,2,11,244,2,8,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.27 (GRADINIŢA CU PROGRAM PRELUNGIT NR. 3)",84,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:33:58",1150,1146,0,4,0,449,445,0,4,0,445,4,1400,951,157,19,13,5,2,9,221,3,10,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 29)",102,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:45",1130,1121,1,8,0,499,490,1,8,0,493,6,1200,701,167,11,9,4,2,14,266,6,11,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 29)",101,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:59:41",1300,1289,7,4,0,495,489,2,4,0,486,9,1300,805,173,19,12,3,6,11,246,2,9,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",115,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:46:15",1735,1706,13,16,0,833,817,0,16,0,819,14,1800,967,388,24,10,2,6,9,357,1,18,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",119,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:52:46",1224,1208,3,12,1,576,563,0,12,1,561,15,1600,1024,295,10,8,2,2,7,220,0,16,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",116,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:39",1225,1209,4,11,1,631,618,1,11,1,624,7,1600,969,335,17,5,2,2,11,233,1,12,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",118,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:58:27",1638,1623,1,14,0,803,789,0,14,0,789,14,1700,897,414,27,5,2,0,13,309,1,14,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",117,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:27:39",1351,1332,2,17,0,661,644,0,17,0,650,11,1400,739,368,26,7,2,1,14,215,2,9,6
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA",157,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:30:57",1542,1476,53,13,0,704,691,0,13,0,691,13,1900,1196,418,13,4,0,2,11,226,0,14,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA",158,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:42:16",1400,1383,0,17,0,649,632,0,17,0,640,9,1500,851,332,11,17,3,0,7,247,2,15,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 6",91,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:18:46",1188,1167,7,14,0,523,507,2,14,0,498,25,547,24,187,21,12,6,5,8,238,3,14,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 6",92,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:09",1395,1384,3,8,0,504,496,0,8,0,496,8,1400,896,191,23,10,1,8,3,230,1,18,11
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 6",89,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:23",1026,1013,2,11,0,390,379,0,11,0,385,5,1100,710,167,23,7,3,0,10,159,1,11,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 6",90,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:31:08",1166,1154,6,5,1,530,524,0,5,1,522,8,1200,670,191,18,17,0,4,12,264,3,10,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.6 (GRADINIŢA CU PROGRAM PRELUNGIT NR. 30)",199,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:13",1606,1596,2,8,0,625,617,0,8,0,610,15,1700,1075,245,32,8,2,4,10,285,4,16,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.6 (GRADINIŢA CU PROGRAM PRELUNGIT NR. 30)",198,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:07",1563,1546,5,11,1,563,550,1,11,1,555,8,2000,1437,189,36,14,3,8,7,277,3,12,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",171,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:26:57",1331,1319,3,9,0,523,514,0,9,0,519,4,1400,877,195,26,12,6,3,4,259,1,9,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",170,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:14:18",1654,1574,74,6,0,709,703,0,6,0,702,7,1600,891,232,15,19,2,5,13,395,3,10,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",172,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:23:28",1300,1289,3,8,0,593,585,0,8,0,587,6,1400,807,238,20,7,0,3,12,275,2,24,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",174,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:18:55",1027,1016,4,7,0,451,444,0,7,0,448,3,1200,749,192,15,6,4,4,3,207,1,6,10
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",175,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:40",1117,1095,6,16,0,463,447,0,16,0,460,3,6000,5537,209,20,8,0,1,7,204,1,8,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",173,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:54:35",1284,1261,12,11,0,495,490,0,5,0,487,8,1300,802,192,15,17,0,1,10,234,2,11,5
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA” TIMIȘOARA",16,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:10:45",1024,1016,1,7,0,404,397,0,7,0,400,4,1300,880,155,14,7,1,3,6,200,1,10,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA” TIMIȘOARA",15,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:10:46",1031,1019,7,5,0,421,416,0,5,0,418,3,1103,682,153,29,13,1,3,3,203,2,7,4
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA”TIMIȘOARA",17,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:39:42",1587,1578,1,8,0,659,651,0,8,0,643,16,2100,1441,278,43,5,2,3,8,279,5,10,10
37,TIMIŞ,"UNIVERSITATEA DE MEDICINĂ ŞI FARMACIE ”VICTOR BABEŞ”",1,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:27",1210,1131,57,13,9,375,353,0,13,9,367,8,1700,1325,137,10,4,2,0,10,186,2,13,3
37,TIMIŞ,"UNIVERSITATEA DE MEDICINĂ ŞI FARMACIE ”VICTOR BABEŞ”",2,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:33:20",1184,1060,100,24,0,475,448,3,24,0,469,6,1500,1025,150,11,4,2,4,8,280,0,7,3
37,TIMIŞ,"UNIVERSITATEA DE ȘTIINȚELE VIEȚII, ”REGELE MIHAI I”",20,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:52:46",1958,1840,102,16,0,878,861,1,16,0,871,7,2100,1222,290,24,11,1,5,18,500,2,15,5
37,TIMIŞ,"UNIVERSITATEA DE ȘTIINȚELE VIEȚII, ”REGELE MIHAI I”",21,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:51:33",1921,1844,61,16,0,857,840,1,16,0,849,8,2100,1243,268,26,9,3,2,16,498,5,16,6
37,TIMIŞ,"UNIVERSITATEA DE ȘTIINȚELE VIEȚII, ”REGELE MIHAI I”",23,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:12:40",2072,1973,84,15,0,869,853,1,15,0,866,3,2000,1131,244,19,3,0,1,15,562,4,10,8
37,TIMIŞ,"UNIVERSITATEA DE ȘTIINȚELE VIEȚII, ”REGELE MIHAI I”",22,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:44:39",1785,1737,18,25,5,720,689,1,25,5,710,10,2100,1380,237,26,10,1,5,15,391,3,11,11
37,TIMIŞ,"UNIVERSITATEA DE ȘTIINȚELE VIEȚII, ”REGELE MIHAI I”",24,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:29:08",1790,1715,67,8,0,821,812,1,8,0,815,6,2000,1179,238,29,18,2,4,15,478,2,20,9
37,TIMIŞ,"UNIVERSITATEA POLITEHNICA TIMIŞOARA - CANTINA STUDENŢEASCĂ",120,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:02:13",922,832,48,42,0,293,251,0,42,0,288,5,1300,1007,122,13,7,1,5,1,134,0,4,1
37,TIMIŞ,"UNIVERSITATEA POLITEHNICA TIMIŞOARA- CANTINA STUDENŢEASCĂ",121,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:32:34",842,802,19,21,0,322,301,0,21,0,311,11,1100,778,134,17,1,0,0,3,145,0,9,2
