precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","LÖRINCZI PAL-voturi"
21,HARGHITA,"CÃMINUL CULTURAL ATID",88,ATID,83785,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:54:40",1086,1081,0,5,0,433,428,0,5,0,396,37,1000,567,284,16,96
21,HARGHITA,"CÃMINUL CULTURAL CRISENI",89,ATID,83785,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:34:14",567,563,1,3,0,231,227,1,3,0,203,28,600,369,158,24,21
21,HARGHITA,"CÃMINUL CULTURAL CUSMED",90,ATID,83785,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:54:06",356,352,2,2,0,150,148,0,2,0,135,15,400,250,87,17,31
21,HARGHITA,"CÃMINUL CULTURAL SICLOD",92,ATID,83785,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:48:25",142,138,3,1,0,62,61,0,1,0,57,5,248,186,57,0,0
21,HARGHITA,"SEDIU COMPOSESORAT INLÃCENI",91,ATID,83785,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:20:44",122,116,0,6,0,63,57,0,6,0,60,3,200,137,49,0,11
