precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
32,"SATU MARE","CĂMIN CULTURAL PĂULEȘTI",254,PĂULEŞTI,138431,4,PART,PRCNCT,CL,CL_SV,"2024-06-12 00:36:39",1751,1705,11,33,2,1001,964,2,33,2,982,19,1907,906,205,55,244,478
32,"SATU MARE","CĂMINUL CULTURAL AMAȚI",255,PĂULEŞTI,138431,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:27:54",953,940,0,12,1,498,485,0,12,1,482,16,996,498,75,10,60,337
32,"SATU MARE","GRĂDINIȚA CU PROGRAM NORMAL HRIP",257,PĂULEŞTI,138431,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:36:00",612,590,0,8,14,348,326,0,8,14,312,36,700,352,61,6,27,218
32,"SATU MARE","GRĂDINIȚA ”GEORGE TOPÂRCEANU”",258,PĂULEŞTI,138431,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:06:35",636,618,1,12,5,366,353,1,7,5,353,13,700,334,172,9,31,141
32,"SATU MARE","MAGAZIN TIP P",259,PĂULEŞTI,138431,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:34:05",191,180,0,11,0,112,101,0,11,0,107,5,200,88,3,1,16,87
32,"SATU MARE","ȘCOALA SOLTESZ JANOS AMBUD",256,PĂULEŞTI,138431,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:52:11",987,965,1,10,11,591,570,0,10,11,554,37,1000,409,298,37,42,177
