precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HĂRŞAN IOAN-EUGEN-PARTIDUL SOCIAL DEMOCRAT-voturi","BOAR LAURENŢIU-DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","FABIAN LEVENTE-UNIUNEA SALVAȚI ROMÂNIA-voturi","UNGUREANU FIREL-ALEXANDRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
28,MUREŞ,"CĂMINUL CULTURAL ADRIAN",408,GURGHIU,117319,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:30:48",253,249,0,4,0,124,120,0,4,0,110,14,280,156,10,75,5,20
28,MUREŞ,"CAMINUL CULTURAL GLAJARIE",411,GURGHIU,117319,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:39:35",1390,1376,1,4,9,700,687,0,4,9,664,36,1488,788,37,520,89,18
28,MUREŞ,"CAMINUL CULTURAL GURGHIU",407,GURGHIU,117319,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:19:34",728,726,0,2,0,333,331,0,2,0,317,16,800,467,32,214,34,37
28,MUREŞ,"CĂMINUL CULTURAL GURGHIU",406,GURGHIU,117319,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:54:19",876,871,1,4,0,516,512,0,4,0,501,15,970,454,66,313,56,66
28,MUREŞ,"CAMINUL CULTURAL ORSOVA",413,GURGHIU,117319,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:29:30",632,628,0,4,0,323,319,0,4,0,302,21,690,367,44,204,32,22
28,MUREŞ,"FOSTA SCOALA PRIMARA COMORI",410,GURGHIU,117319,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:31:02",144,140,0,4,0,93,89,0,4,0,85,8,160,67,15,61,8,1
28,MUREŞ,"SCOALA PRIMARA CASVA",409,GURGHIU,117319,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:15:23",658,643,1,11,3,381,366,1,11,3,369,12,710,329,16,315,19,19
28,MUREŞ,"SCOALA PRIMARA LARGA",412,GURGHIU,117319,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:02:09",210,199,0,11,0,125,114,0,11,0,120,5,220,95,3,93,19,5
