precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SASU VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","SOROCOLET ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","COSTANDACHE CRISTIAN-PARTIDUL PRO ROMÂNIA-voturi","VĂTAVU GHEORGHE-PARTIDUL S.O.S. ROMÂNIA-voturi","ARITON IULIAN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","HÎNCU LEONARD-ADRIAN-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi"
18,GALAŢI,"SCOALA GENERALA IJDILENI",304,FRUMUŞIŢA,76317,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:57",755,742,0,6,7,367,354,0,6,7,349,8,850,483,162,162,1,12,10,2
18,GALAŢI,"ŞCOALA GENERALA NR.1 FRUMUŞIŢA (ŞCOALA DIN CENTRU)",302,FRUMUŞIŢA,76317,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:41:53",1771,1733,2,4,32,886,850,0,4,32,845,41,1900,1014,231,509,25,25,9,46
18,GALAŢI,"SCOALA GENERALĂ NR.2 PETRU RAREŞ",303,FRUMUŞIŢA,76317,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:02:15",820,805,0,4,11,438,423,0,4,11,421,17,970,532,129,241,1,25,12,13
18,GALAŢI,"SCOALA GENERALA TĂMĂOANI",305,FRUMUŞIŢA,76317,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:21:01",976,958,0,4,14,518,500,0,4,14,509,9,1023,505,199,280,6,12,6,6
