precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CRĂCIUN IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","SALAMAHA CORNEL-PARTIDUL SOCIAL DEMOCRAT-voturi","GRĂDINARIU GABRIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
35,SUCEAVA,"LOCALUL FOSTEI ŞCOLI HREAŢCA (IMOBIL PROPRIETATEA SOCIETĂŢII COOPERATIVE ”VULTURUL PLEŞUV” VULTUREŞTI)",544,VULTUREŞTI,151157,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:53:50",343,331,0,9,3,218,206,0,9,3,212,6,400,182,43,149,20
35,SUCEAVA,"LOCALUL FOSTEI ŞCOLI JACOTA",545,VULTUREŞTI,151157,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:53:04",138,124,0,12,2,94,80,0,12,2,90,4,150,56,17,66,7
35,SUCEAVA,"ŞCOALA CU CLASELE I - IV",546,VULTUREŞTI,151157,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:59:24",206,190,0,15,1,136,120,0,15,1,135,1,200,64,4,129,2
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN TOMESCU” PLEŞEŞTI",542,VULTUREŞTI,151157,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:21",532,516,0,12,4,310,294,0,12,4,301,9,550,240,57,182,62
35,SUCEAVA,"SCOALA GIMNAZIALĂ GIURGEŞTI",543,VULTUREŞTI,151157,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:34:18",571,562,0,5,4,337,328,0,5,4,326,11,612,275,68,198,60
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ VALEA GLODULUI",548,VULTUREŞTI,151157,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:18:38",729,721,0,6,2,407,399,0,6,2,395,12,800,393,249,119,27
35,SUCEAVA,"SCOALA PRIMARĂ OSOI",547,VULTUREŞTI,151157,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:18:20",278,265,1,12,0,167,155,0,12,0,162,5,300,133,89,63,10
