precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VATAMANU IONEL-PARTIDUL SOCIAL DEMOCRAT-voturi","JALBĂ ARMIN-CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ZUGRAVU NECULAI-PARTIDUL NAȚIONAL LIBERAL-voturi","SAVIN OVIDIU-UNIUNEA SALVAȚI ROMÂNIA-voturi","GHNEIM ALI-PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"CASA DE CULTURA ”GARABET IBRAILEANU”",316,"ORAŞ TÂRGU FRUMOS",95471,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:43:50",1906,1896,1,4,5,803,794,0,4,5,768,35,2082,1279,388,21,329,16,14
24,IAŞI,"CASA DE CULTURA ”GARABET IBRAILEANU”",315,"ORAŞ TÂRGU FRUMOS",95471,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:03:28",1482,1476,0,6,0,640,634,0,6,0,629,11,1600,960,312,12,293,8,4
24,IAŞI,"LICEUL TEORETIC ”ION NECULCE”",317,"ORAŞ TÂRGU FRUMOS",95471,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:25:03",1616,1581,1,6,28,764,734,0,6,24,725,35,1700,940,246,13,441,23,2
24,IAŞI,"SCOALA GENERALA GARABET IBRAILEANU",312,"ORAŞ TÂRGU FRUMOS",95471,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:49:26",1243,1233,1,8,1,483,474,0,8,1,469,14,1600,1117,156,12,293,6,2
24,IAŞI,"SCOALA GENERALA GARABET IBRAILEANU",313,"ORAŞ TÂRGU FRUMOS",95471,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:50",1049,1043,0,6,0,483,477,0,6,0,471,12,1100,617,148,9,301,8,5
24,IAŞI,"SCOALA GENERALA ION CREANGA",311,"ORAŞ TÂRGU FRUMOS",95471,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:02:51",843,830,0,11,2,339,326,0,11,2,322,17,904,565,170,6,139,4,3
24,IAŞI,"SCOALA GENERALA ION CREANGA",310,"ORAŞ TÂRGU FRUMOS",95471,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:59:09",1575,1552,2,7,14,751,729,1,7,14,728,23,1700,849,232,25,460,8,3
24,IAŞI,"ȘCOALA PROFESIONALĂ SPECIALĂ ” TRINITAS” -SALA DE FESTIVITĂȚI",314,"ORAŞ TÂRGU FRUMOS",95471,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:15:36",1564,1554,1,6,3,774,765,0,6,3,738,36,1700,921,376,22,314,14,12
