precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
32,"SATU MARE","CĂMIN CULTURAL CIONCHEŞTI",338,"VIILE SATU MARE",139394,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:11:35",308,295,0,5,8,196,183,0,5,8,191,5,346,150,24,99,43,25
32,"SATU MARE","PRIMĂRIA VIILE SATU MARE",335,"VIILE SATU MARE",139394,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:22:33",593,536,1,13,43,593,536,1,13,43,575,16,936,345,16,39,35,485
32,"SATU MARE","ȘCOALA LIPA",337,"VIILE SATU MARE",139394,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:01:18",733,673,2,13,45,460,402,0,13,45,457,3,721,261,14,35,20,388
32,"SATU MARE","ŞCOALA PRIMARĂ DEALU MARE",336,"VIILE SATU MARE",139394,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:05:29",571,534,0,8,29,326,289,0,8,29,291,35,555,229,80,63,42,106
32,"SATU MARE","ŞCOALA PRIMARĂ MEDIŞA",339,"VIILE SATU MARE",139394,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:39:29",191,178,0,8,5,123,110,0,8,5,109,12,227,104,10,54,29,16
32,"SATU MARE","ŞCOALA PRIMARĂ TĂTĂREŞTI",340,"VIILE SATU MARE",139394,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:47:55",564,524,0,12,28,300,260,0,12,28,274,25,589,290,18,106,78,72
