precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","GHIŢĂ DANIEL-GHEORGHE-voturi"
3,ARGEŞ,"CĂMIN CULTURAL BURLUŞI",296,CIOFRÂNGENI,15493,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:06:04",366,348,0,5,13,203,185,0,5,13,197,6,388,185,6,37,146,8
3,ARGEŞ,"CĂMIN CULTURAL CIOFRÎNGENI",295,CIOFRÂNGENI,15493,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:45:57",1007,988,0,1,18,583,564,0,1,18,568,15,1096,513,55,85,373,55
3,ARGEŞ,"CĂMINUL CULTURAL LACURILE",297,CIOFRÂNGENI,15493,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 21:53:41",501,486,0,4,11,323,308,0,4,11,312,4,548,232,11,33,244,24
