precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL BOGDĂNEȘTI",413,TOMŞANI,173935,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:20:26",567,558,0,5,4,383,374,0,5,4,366,17,620,237,21,84,238,23
40,VÂLCEA,"CĂMINUL CULTURAL FOLEȘTII DE JOS",414,TOMŞANI,173935,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:55:06",640,630,0,8,2,412,402,0,8,2,395,17,690,278,23,88,135,149
40,VÂLCEA,"CĂMINUL CULTURAL TOMŞANI",412,TOMŞANI,173935,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:47:50",904,893,0,7,4,583,572,0,7,4,556,27,990,407,61,250,150,95
40,VÂLCEA,"ŞCOALA GENERALĂ FOLEŞTII DE SUS",415,TOMŞANI,173935,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:18:21",916,895,0,17,4,567,546,0,17,4,538,29,990,423,45,127,169,197
