precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
23,IALOMIŢA,"SCOALA CU CLASELE I-VIII ROŞIORI",196,ROŞIORI,179828,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:25:47",914,833,1,19,61,726,646,0,19,61,706,20,987,261,351,230,125
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII ROŞIORI",197,ROŞIORI,179828,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:59:49",649,594,0,16,39,522,467,0,16,39,508,14,700,178,249,164,95
