precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NEAGU IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SANDU GABRIEL-DĂNUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","GĂLIE GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
16,DÂMBOVIŢA,"CĂMINUL CULTURAL",425,VOINEŞTI,69526,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:25:57",941,933,0,7,1,592,584,0,7,1,560,32,1040,448,33,497,30
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL SUDULENI",428,VOINEŞTI,69526,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:05:52",1273,1267,1,5,0,706,701,0,5,0,689,17,1400,694,39,628,22
16,DÂMBOVIŢA,"GRĂDINIŢA DE COPII",427,VOINEŞTI,69526,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:08",719,715,0,4,0,482,478,0,4,0,466,16,790,308,12,418,36
16,DÂMBOVIŢA,"GRĂDINIŢA MANGA",426,VOINEŞTI,69526,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:28:04",643,638,0,5,0,361,356,0,5,0,355,6,700,339,6,337,12
16,DÂMBOVIŢA,"ŞCOALA CU CLASELE I-VIII",424,VOINEŞTI,69526,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:10:51",1301,1289,0,2,10,882,870,0,2,10,859,22,1437,556,23,799,37
