precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FORȚA DREPTEI-voturi"
32,"SATU MARE","SC. GIMNAZIALA ANDRID",126,ANDRID,136768,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:18:03",980,957,1,6,16,613,591,0,6,16,582,31,1070,457,48,114,14,355,51
32,"SATU MARE","SC. GIMNAZIALA IRINA",128,ANDRID,136768,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:12:19",440,427,0,4,9,323,310,0,4,9,310,13,481,158,5,7,1,296,1
32,"SATU MARE","SC. PRIMARA DINDESTI",127,ANDRID,136768,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:17:40",611,590,1,4,16,391,371,0,4,16,374,17,665,274,13,109,14,194,44
