precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi"
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”BELLE JOZSEF”",451,MICA,118209,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:55:44",723,697,1,7,18,454,428,1,7,18,400,54,782,328,3,5,9,366,17
28,MUREŞ,"ȘCOALA GIMNAZIALĂ DEAJ",452,MICA,118209,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:42:27",1230,1203,1,5,21,585,559,0,5,21,511,74,1346,761,24,56,25,403,3
28,MUREŞ,"ȘCOALA GIMNAZIALĂ HĂRĂNGLAB",453,MICA,118209,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:51:39",636,627,0,5,4,340,331,0,5,4,302,38,700,360,51,11,14,224,2
28,MUREŞ,"ȘCOALA PRIMARĂ",450,MICA,118209,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:26:50",236,225,1,6,4,118,108,0,6,4,106,12,250,132,9,2,17,75,3
28,MUREŞ,"ȘCOALA PRIMARĂ MICA",449,MICA,118209,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:35:41",555,542,0,2,11,261,248,0,2,11,250,11,620,359,44,3,19,181,3
28,MUREŞ,"ȘCOALA PRIMARĂ ȘOMOȘTELNIC",454,MICA,118209,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:57:50",181,177,0,2,2,86,82,0,2,2,76,10,200,114,8,3,28,36,1
