precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","NICORICI SANDU-FĂNICĂ-voturi"
7,BOTOŞANI,"CAMIN CULTURAL RADAUTI-PRUT",343,RĂDĂUŢI-PRUT,38633,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:37:39",703,691,0,5,7,303,291,0,5,7,289,14,800,497,12,76,155,40,6
7,BOTOŞANI,"CAMINUL CULTURAL SAT MIORCANI",344,RĂDĂUŢI-PRUT,38633,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:52:20",665,650,0,0,15,333,318,0,0,15,318,15,700,367,52,92,153,8,13
7,BOTOŞANI,"CAMINUL CULTURAL SAT MIORCANI",345,RĂDĂUŢI-PRUT,38633,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:01:45",610,590,0,2,18,301,281,0,2,18,283,18,700,399,59,68,133,5,18
7,BOTOŞANI,"CAMINUL CULTURAL SAT REDIU",346,RĂDĂUŢI-PRUT,38633,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:11:47",685,651,0,5,29,342,308,0,5,29,327,15,728,386,8,85,197,34,3
