precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNGUR PETRU-PARTIDUL SOCIAL DEMOCRAT-voturi","SUCIU MIRCEA-SORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","FAUR SORIN-voturi"
13,CLUJ,"CĂMIN CULTURAL",535,MĂRGĂU,58464,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:52",208,183,0,24,1,162,137,0,24,1,159,3,205,43,83,61,15
13,CLUJ,"CĂMIN CULTURAL",537,MĂRGĂU,58464,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:29:12",157,145,0,6,6,116,104,0,6,6,115,1,160,44,57,49,9
13,CLUJ,"CĂMIN CULTURAL",536,MĂRGĂU,58464,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:40",602,555,2,38,7,495,448,2,38,7,483,12,615,120,172,296,15
13,CLUJ,"PRIMĂRIA COMUNEI MĂRGĂU",534,MĂRGĂU,58464,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:01:37",372,326,1,34,11,295,249,1,34,11,288,7,372,77,168,91,29
