precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GHIMFUS SORIN-IULIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","SOREAŢĂ FLORIN-MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","SANDU FLORIAN-VALENTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NEGRESCU DIANA-MARGARETA-PARTIDUL MIȘCAREA POPULARĂ-voturi","ALMĂJANU RALUCA-GABRIELA-voturi"
36,TELEORMAN,"CĂMINUL CULTURAL PERETU",231,PERETU,153543,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:07:27",1230,1224,0,5,1,712,706,0,5,1,691,21,1335,623,185,389,9,5,103
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL PERETU",233,PERETU,153543,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:48:05",998,998,0,0,0,574,574,0,0,0,559,15,1100,526,201,248,8,5,97
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL PERETU",232,PERETU,153543,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:30:52",1308,1302,0,5,1,785,779,0,5,1,771,14,1430,645,226,314,6,3,222
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”GRIGORE DIMITRIE GHICA” PERETU",229,PERETU,153543,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:50:03",930,919,0,8,3,577,566,0,8,3,566,11,1003,426,251,216,3,3,93
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”GRIGORE DIMITRIE GHICA” PERETU",230,PERETU,153543,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:39",1094,1081,0,12,1,664,651,0,12,1,655,9,1200,536,186,278,16,2,173
