precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GHELASE-ARMENCEA CORNELIU-CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","RUSU ROMEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
4,BACĂU,"CASA SATULUI SI TRADITIILOR",449,MOTOŞENI,23494,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:20:10",850,839,0,2,9,450,439,0,2,9,417,21,900,462,390,27
4,BACĂU,"ŞCOALA SATUL COCIU",450,MOTOŞENI,23494,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:43:37",212,206,0,6,0,126,120,0,6,0,118,8,200,74,112,6
4,BACĂU,"ŞCOALA SATUL FÎNTÎNELE",451,MOTOŞENI,23494,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:05:51",506,500,0,6,0,257,251,0,6,0,253,4,600,343,235,18
4,BACĂU,"ŞCOALA SATUL POIANA",452,MOTOŞENI,23494,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:52:55",241,234,0,6,1,136,129,0,6,1,131,5,300,164,123,8
4,BACĂU,"ŞCOALA SATUL ŞENDREŞTI",453,MOTOŞENI,23494,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:19:19",269,262,0,6,1,174,167,0,6,1,171,3,300,126,159,12
4,BACĂU,"ŞCOALA SATUL ŢEPOAIA",454,MOTOŞENI,23494,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:29",403,396,0,5,2,251,244,0,5,2,244,0,400,156,216,28
