precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VESA CLAUDIU-GABRIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","TOMŞA DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","GRAMA POMPEI-VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL FÎNAŢE",308,URMENIŞ,35312,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:57:18",159,152,0,7,0,104,97,0,7,0,104,0,187,83,32,57,15
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ŞOPTERIU",309,URMENIŞ,35312,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:46:39",285,277,0,8,0,177,169,0,8,0,169,8,300,123,48,113,8
6,BISTRIŢA-NĂSĂUD,"SALA DE SPORT URMENIŞ",306,URMENIŞ,35312,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:51:38",717,715,0,2,0,440,438,0,2,0,415,25,800,360,68,326,21
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DELURENI",307,URMENIŞ,35312,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:10:30",249,246,0,3,0,146,143,0,3,0,141,5,250,104,34,95,12
