precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LUNGU CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
39,VASLUI,"DISPENSAR UMAN, SAT CHILIENI",247,COROIEŞTI,163057,2,PART,PRCNCT,P,P_SV,"2024-06-10 01:51:06",186,177,0,9,0,77,68,0,9,0,74,3,200,123,74
39,VASLUI,"SCOALA GIMNAZIALA GEORGE C DRAGU SAT COROIESTI",246,COROIEŞTI,163057,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:28:53",646,645,0,1,0,192,191,0,1,0,188,4,625,433,188
39,VASLUI,"SCOALA GIMNAZIALA SAT MIRENI",249,COROIEŞTI,163057,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:01:10",343,339,0,4,0,124,120,0,4,0,115,9,400,276,115
39,VASLUI,"SCOALA PRIMARA SAT HREASCA",248,COROIEŞTI,163057,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:57:41",317,311,0,6,0,134,128,0,6,0,128,6,400,266,128
