precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","FORȚA DREPTEI-voturi"
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL TINOSU, LOCALITATEA TINOSU",592,TINOSU,135850,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:44:05",894,889,1,3,1,454,450,0,3,1,441,13,1000,546,100,228,64,36,13
31,PRAHOVA,"ŞCOALA PRIMARĂ SAT PISCULEŞTI, LOCALITATEA PISCULEŞTI",593,TINOSU,135850,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:37:52",481,477,0,4,0,218,214,0,4,0,204,14,460,242,29,104,22,1,48
31,PRAHOVA,"ŞCOALA PRIMARĂ SAT PREDEŞTI, LOCALITATEA PREDEŞTI",594,TINOSU,135850,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:35:36",512,507,0,5,0,273,268,0,5,0,261,12,596,323,47,161,24,15,14
