precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HĂRĂBOR AUREL-PARTIDUL SOCIAL DEMOCRAT-voturi","STROE MARIA-PARTIDUL NAȚIONAL LIBERAL-voturi","ALEXE VASILE-UNIUNEA SALVAȚI ROMÂNIA-voturi"
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 SURAIA",295,SURAIA,177842,2,PART,PRCNCT,P,P_SV,"2024-06-11 18:38:50",1588,1556,2,14,16,799,768,1,14,16,772,27,1720,921,210,477,85
41,VRANCEA,"MUZEUL SATULUI",294,SURAIA,177842,3,PART,PRCNCT,P,P_SV,"2024-06-11 18:12:09",1536,1521,0,3,12,733,718,0,3,12,710,23,1678,945,151,480,79
41,VRANCEA,"SCOALA GIMNAZIALA SURAIA",293,SURAIA,177842,2,PART,PRCNCT,P,P_SV,"2024-06-11 18:05:00",1768,1724,3,31,10,878,835,2,31,10,816,62,1930,1052,228,530,58
