precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","ALBU PAUL-voturi"
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5, NIVEL ȘCOLARIZARE PRE PP",88,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:27:35",1215,1187,2,11,15,573,547,0,11,15,540,19,1315,742,275,153,19,65,20,8
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5, NIVEL ȘCOLARIZARE PRE PP",89,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:47:37",1090,1064,0,6,20,522,496,0,6,20,510,12,1170,648,323,107,10,42,20,8
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”MIRON RADU PARASCHIVESCU”",87,"ORAŞ ZIMNICEA",151978,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:02:10",1423,1407,0,13,3,588,572,0,13,3,576,12,1550,962,317,138,34,56,16,15
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2",91,"ORAŞ ZIMNICEA",151978,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:11:16",1211,1188,3,5,15,650,630,0,5,15,624,26,1310,660,346,150,23,66,29,10
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2",90,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:45:19",1192,1160,2,9,21,679,649,0,9,21,654,24,1300,622,417,123,31,58,15,10
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.3",86,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:30:12",1406,1385,0,15,6,637,616,0,15,6,621,16,1565,928,338,149,31,57,35,11
36,TELEORMAN,"ȘCOALA PRIMARĂ NR.4",84,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:01:44",1408,1390,0,10,8,735,717,0,10,8,689,28,1535,818,446,109,23,78,20,13
36,TELEORMAN,"ȘCOALA PRIMARĂ NR.4",83,"ORAŞ ZIMNICEA",151978,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:27:04",1309,1281,0,9,19,702,674,0,9,19,679,23,1417,715,469,100,18,63,18,11
36,TELEORMAN,"S.C. URBANA SERV S.R.L.",85,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:52:23",1415,1393,1,8,13,738,717,0,8,13,703,32,1545,810,515,81,13,86,4,4
