precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HORGHIDAN CORNEL-PARTIDUL NAȚIONAL LIBERAL-voturi","TUDOSE PETRICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BERARU ION-GABRIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","CHIPER VASILE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
39,VASLUI,"CĂMINUL CULTURAL TĂCUTA",484,TĂCUTA,166235,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:26:27",660,657,0,0,3,372,369,0,0,3,357,15,616,244,45,179,72,61
39,VASLUI,"ŞCOALA GIMNAZIALĂ FOCŞEAŞCA",486,TĂCUTA,166235,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:18:34",639,629,0,8,2,383,373,0,8,2,363,18,700,319,6,95,236,26
39,VASLUI,"ŞCOALA GIMNAZIALĂ PROTOPOPEŞTI",488,TĂCUTA,166235,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:48:52",664,657,0,4,3,332,325,0,4,3,319,13,700,368,87,154,65,13
39,VASLUI,"ŞCOALA PRIMARĂ DUMASCA",485,TĂCUTA,166235,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:00:01",228,224,0,4,0,115,111,0,4,0,110,5,300,185,12,45,34,19
39,VASLUI,"ŞCOALA PRIMARĂ MIRCEŞTI",487,TĂCUTA,166235,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:25:19",226,222,0,4,0,139,135,0,4,0,134,5,300,161,14,50,47,23
