precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","SÁRKÖZI MIHAI-voturi"
2,ARAD,"CĂMINUL CULTURAL BENEŞTI",205,BELIU,9930,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:12:51",110,98,1,7,4,78,66,1,7,4,73,5,110,32,27,10,17,3,2,12,2,0
2,ARAD,"CĂMINUL CULTURAL BOCHIA",206,BELIU,9930,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:48:55",49,41,0,6,2,32,24,0,6,2,31,1,50,18,18,1,3,1,2,5,0,1
2,ARAD,"CĂMINUL CULTURAL SECACI",207,BELIU,9930,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:04:34",128,119,0,4,5,90,82,0,4,4,86,4,130,40,33,4,34,5,7,3,0,0
2,ARAD,"CĂMINUL CULTURAL TĂGĂDĂU",208,BELIU,9930,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:03:28",406,378,1,11,16,280,252,1,11,16,258,22,430,150,115,9,54,13,20,38,2,7
2,ARAD,"PRIMĂRIA COMUNEI BELIU",204,BELIU,9930,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:00:36",1498,1417,1,23,57,1012,931,1,23,57,994,18,1565,553,453,100,159,62,115,50,23,32
2,ARAD,"ȘCOALA PRIMARĂ VASILE GOLDIŞ",209,BELIU,9930,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:17:48",435,415,0,5,15,258,238,0,5,15,244,14,452,194,134,37,48,5,16,2,2,0
