precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BELDIE CORNELIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VELICU MIDOREL-COSTEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","PORUMB EMANOIL-PARTIDUL NAȚIONAL LIBERAL-voturi","SÎRGHIE GELU-PARTIDUL SOCIAL DEMOCRAT-voturi"
18,GALAŢI,"ŞCOALA CU CLASELE I-IV NĂRTEŞTI",318,GOHOR,76497,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:50:35",694,609,0,48,37,467,382,0,48,37,455,12,700,233,27,5,239,184
18,GALAŢI,"ŞCOALA GIMNAZIALA NR.1 GOHOR",315,GOHOR,76497,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:23:15",1401,1216,0,103,82,927,787,0,103,37,867,17,1379,452,105,4,164,594
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 GOHOR",316,GOHOR,76497,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:10:46",234,197,0,14,23,180,144,0,14,22,172,6,300,120,12,6,25,129
18,GALAŢI,"ŞCOALA GIMNAZIALA - SAT GARA BERHECI",317,GOHOR,76497,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:42:49",590,552,0,22,16,351,313,0,22,16,343,8,600,249,14,3,103,223
