precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOROŞAN CĂTĂLIN-GEORGE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CIOSNAR CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","LUCUŢAR CONSTANTIN-TIBERIUS-PARTIDUL NAȚIONAL LIBERAL-voturi","BALTAG MARIANA-voturi"
35,SUCEAVA,"CĂMIN CULTURAL VAMA",517,VAMA,150935,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:51:27",1001,993,1,6,1,556,549,0,6,1,542,14,1093,537,20,59,372,91
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”IORGU G. TOMA” LOCALUL DIN SATUL PRISACA DORNEI",520,VAMA,150935,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:13",696,688,0,7,1,340,332,0,7,1,331,9,763,423,16,62,201,52
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”IORGU G. TOMA” LOCALUL DIN SATUL STRÂMTURA",521,VAMA,150935,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:27:28",1086,1079,0,4,3,607,600,0,4,3,592,15,1191,584,39,64,397,92
35,SUCEAVA,"SCOALA GIMNAZIALĂ ”IORGU G. TOMA” LOCALUL NR.2",518,VAMA,150935,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:31:27",1714,1705,4,3,2,997,992,0,3,2,982,15,1881,884,27,223,601,131
35,SUCEAVA,"ŞCOLA GIMNAZIALĂ ”IORGU G. TOMA” LOCALUL DIN SATUL MOLID",519,VAMA,150935,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:49:48",525,520,0,5,0,303,298,0,5,0,296,7,580,277,13,44,189,50
