precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PLEŞEA MARIEAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MUNTEANU GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi"
41,VRANCEA,PRIMARIE,306,TÂMBOEŞTI,178046,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:47:00",1205,1114,1,35,55,664,574,0,35,55,629,35,1283,619,588,41
41,VRANCEA,"SCOALA SLIMNIC",307,TÂMBOEŞTI,178046,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:41",1038,936,1,38,63,1037,936,0,38,63,617,25,1111,469,539,78
41,VRANCEA,"SCOALA TRESTIENI",308,TÂMBOEŞTI,178046,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:05:13",153,120,0,21,12,108,75,0,21,12,106,2,146,38,104,2
