precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
24,IAŞI,"CĂMIN CULTURAL POCREACA",651,"SCHITU DUCA",98827,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:08:06",328,313,0,8,7,197,182,0,8,7,187,10,400,203,8,108,50,19,2
24,IAŞI,"SCOALA GIMNAZIALA DUMITRESTII GALATII",650,"SCHITU DUCA",98827,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:04:50",522,508,0,5,9,332,318,0,5,9,306,26,600,268,11,190,57,43,5
24,IAŞI,"SCOALA GIMNAZIALA POIENI",653,"SCHITU DUCA",98827,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:52:06",698,694,0,1,3,373,369,0,1,3,352,21,700,327,29,181,65,62,15
24,IAŞI,"SCOALA GIMNAZIALA SATU NOU",654,"SCHITU DUCA",98827,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:31:48",424,412,1,6,5,218,207,0,6,5,211,6,500,283,11,109,29,60,2
24,IAŞI,"SCOALA PRIMARA POIANA",652,"SCHITU DUCA",98827,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:05:15",353,337,0,4,12,183,167,0,4,12,172,11,400,217,10,67,46,49,0
24,IAŞI,"SCOALA PRIMARA SCHITU DUCA",649,"SCHITU DUCA",98827,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:22:32",476,465,0,3,8,286,275,0,3,8,271,15,500,214,16,172,40,40,3
24,IAŞI,"SCOALA PRIMARA SLOBOZIA",655,"SCHITU DUCA",98827,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:49:53",364,361,0,3,0,194,191,0,3,0,177,17,400,206,4,121,37,12,3
