precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMITRESCU GEORGE-FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","VLADU PREDA-ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","CĂLDĂRARU MIRELA-RAMONA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
19,GIURGIU,"CĂMINUL CULTURAL STOENEŞTI",218,STOENEŞTI,105348,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:05:40",936,818,0,79,39,696,578,0,79,39,680,16,908,212,196,459,25
19,GIURGIU,"GRĂDINIŢĂ CU PROGRAM NORMAL",219,STOENEŞTI,105348,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:10:46",377,295,2,55,25,326,246,0,55,25,317,9,355,29,23,292,2
19,GIURGIU,"ŞCOALA CU CLASELE I-IV IANCULEŞTI",220,STOENEŞTI,105348,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:05:55",222,209,0,5,8,188,175,0,5,8,185,3,231,43,65,117,3
19,GIURGIU,"ŞCOALA CU CLASELE I-IV MIRĂU",221,STOENEŞTI,105348,3,PART,PRCNCT,P,P_SV,"2024-06-10 11:14:05",138,117,0,17,4,108,87,0,17,4,105,3,129,21,41,62,2
