precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL OAMENILOR LIBERI-voturi"
34,SIBIU,"CĂMIN CULTURAL VALEA LUNGĂ",272,DÂRLOS,144553,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:15:08",213,209,0,3,1,118,114,0,3,1,113,5,230,112,17,68,9,0,19
34,SIBIU,"CĂMINUL CULTURAL DÂRLOS",269,DÂRLOS,144553,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:53:44",882,876,1,4,1,391,386,0,4,1,377,14,961,570,61,140,60,13,103
34,SIBIU,"ŞCOALA GIMNAZIALĂ CURCIU",271,DÂRLOS,144553,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:37:22",790,766,0,22,2,402,378,0,22,2,391,11,850,446,14,279,35,3,60
34,SIBIU,"ŞCOALA GIMNAZIALĂ ”IOAN MORARU” DÎRLOS",270,DÂRLOS,144553,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:21:29",1069,1053,1,15,0,492,477,0,15,0,458,32,1160,670,92,182,131,19,34
