precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi"
35,SUCEAVA,"CAMIN CULTURAL",484,ŞCHEIA,146432,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:22:20",194,186,0,8,0,125,117,0,8,0,122,3,200,75,4,50,27,21,9,0,2,9
35,SUCEAVA,"CĂMIN CULTURAL",487,ŞCHEIA,146432,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:11:20",1732,1720,4,8,0,973,965,0,8,0,947,26,1890,917,80,599,113,81,20,18,24,12
35,SUCEAVA,"CĂMIN CULTURAL",486,ŞCHEIA,146432,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:59:28",1725,1717,0,8,0,895,887,0,8,0,862,29,1890,995,91,454,96,116,17,19,58,11
35,SUCEAVA,"CĂMIN CULTURAL",488,ŞCHEIA,146432,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:15:24",1664,1659,4,1,0,860,858,1,1,0,847,13,1820,958,83,422,146,101,11,22,38,24
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ",485,ŞCHEIA,146432,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:05:42",1819,1812,0,6,1,1045,1038,0,6,1,1005,40,1995,950,44,366,111,320,115,18,15,16
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”DIMITRIE PĂCURARIU” ȘCHEIA",482,ŞCHEIA,146432,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:10:42",1951,1939,5,5,2,1080,1073,0,5,2,1056,19,2120,1044,78,379,203,214,37,29,37,79
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”DIMITRIE PĂCURARIU” ȘCHEIA",483,ŞCHEIA,146432,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:46:40",1762,1760,1,0,1,995,994,0,0,1,944,44,1940,952,46,291,176,282,20,21,23,85
