precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOTFOLEA VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","ANTOCE ALEXANDRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SOCEA ANA-PARTIDUL NAȚIONAL LIBERAL-voturi","MIRĂUŢI-TOMA ADINA-GHEORGHIŢA-PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,"GRADINITA SOCEA",395,REDIU,124028,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:40:12",617,602,0,10,5,297,282,0,10,5,280,17,700,403,167,8,95,10
29,NEAMŢ,"ŞCOALA CU CLASELE I-IV BETESTI",393,REDIU,124028,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:32:47",605,601,1,2,1,314,310,1,2,1,298,16,700,386,115,16,138,29
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII POLOBOC",394,REDIU,124028,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:34:01",1205,1187,0,9,9,620,602,0,9,9,598,22,1300,680,298,39,237,24
29,NEAMŢ,"SCOALA CU CLASELE I-VIII REDIU",391,REDIU,124028,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:49",872,858,0,3,11,426,412,0,3,11,405,21,900,453,152,31,176,46
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII REDIU",392,REDIU,124028,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:08:45",979,959,1,5,14,470,450,1,5,14,456,14,1100,630,180,27,223,26
