precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU VLAHUŢĂ”",50,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:07",1367,1356,0,11,0,552,541,0,11,0,531,21,1499,947,150,10,22,237,55,57
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU VLAHUȚĂ” GUGEŞTI",183,GUGEŞTI,176301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:21",965,950,1,4,10,444,429,1,4,10,432,12,1077,633,85,6,20,270,38,13
41,VRANCEA,"ȘCOALA GIMNAZIALĂ ANDREIAȘU DE JOS",100,"ANDREIAŞU DE JOS",175126,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:34:21",452,404,0,18,30,307,259,0,18,30,285,19,474,168,80,2,2,178,9,14
41,VRANCEA,"ȘCOALA GIMNAZIALĂ ANDREIAȘU DE SUS",101,"ANDREIAŞU DE JOS",175126,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:44:23",364,350,0,7,7,238,224,0,7,7,224,14,394,156,87,1,5,111,16,4
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”ANGELA GHEORGHIU”",68,"MUNICIPIUL ADJUD",174860,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:39:57",1561,1551,1,6,3,693,684,0,6,3,663,30,1726,1033,237,61,41,229,64,31
41,VRANCEA,"SCOALA GIMNAZIALA ANGHELESTI",270,RUGINEŞTI,177557,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:23",1021,1012,2,5,2,496,489,0,5,2,458,38,1116,620,122,23,13,229,61,10
41,VRANCEA,"ȘCOALA GIMNAZIALĂ BĂTINEȘTI",314,ŢIFEŞTI,178180,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:28:18",1341,1325,1,12,3,732,717,0,12,3,676,56,1464,732,366,3,23,101,53,130
41,VRANCEA,"ȘCOALA GIMNAZIALĂ BOGHEȘTI",108,BOGHEŞTI,175260,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 09:59:42",637,604,0,12,21,455,422,0,12,21,410,45,678,223,109,93,29,137,23,19
41,VRANCEA,"ŞCOALA GIMNAZIALA CÎMPURI",125,CÂMPURI,175670,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:34",855,823,1,6,25,454,422,1,6,25,433,21,931,477,168,4,26,216,17,2
41,VRANCEA,"ȘCOALA GIMNAZIALĂ CLIPICEȘTI",315,ŢIFEŞTI,178180,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:41:36",678,667,2,9,0,308,299,0,9,0,279,29,737,429,115,0,11,76,19,58
41,VRANCEA,"ŞCOALA GIMNAZIALĂ COROTENI",282,"SLOBOZIA BRADULUI",177655,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:18:14",771,752,0,5,14,426,407,0,5,14,422,4,841,415,243,0,11,133,17,18
41,VRANCEA,"ŞCOALA GIMNAZIALĂ COZA - SALA 1",311,TULNICI,178117,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:31",653,636,0,9,8,353,336,0,9,8,338,15,700,347,169,1,9,143,14,2
41,VRANCEA,"ȘCOALA GIMNAZIALĂ CU CLASELE I-IV ” EPISCOP MITROFAN ”",130,CÂRLIGELE,175732,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:11:02",383,361,0,4,18,211,189,0,4,18,199,12,418,207,18,5,7,150,10,9
41,VRANCEA,"SCOALA GIMNAZIALA CU CLASELE I-VIII BALESTI",104,BĂLEŞTI,175206,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:21:07",715,628,0,21,66,507,420,0,21,66,483,24,763,256,385,7,5,79,3,4
41,VRANCEA,"SCOALA GIMNAZIALA CU CLASELE I-VIII BALESTI",103,BĂLEŞTI,175206,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:08:02",833,729,0,25,79,589,485,0,25,79,560,29,883,294,417,3,3,120,7,10
41,VRANCEA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII RĂSTOACA",263,RĂSTOACA,178956,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:04",1189,1148,0,6,35,683,642,0,6,35,651,32,1301,618,309,9,17,114,63,139
41,VRANCEA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII RĂSTOACA",264,RĂSTOACA,178956,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:18",828,805,0,3,20,486,463,0,3,20,451,35,908,422,188,9,9,94,56,95
41,VRANCEA,"ŞCOALA GIMNAZIALĂ DOMNEŞTI-TÂRG",257,PUFEŞTI,177352,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:22",1238,1231,0,7,0,637,630,0,7,0,602,35,1355,718,44,12,14,301,162,69
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „DUILIU ZAMFIRESCU” FOCȘANI",39,"MUNICIPIUL FOCŞANI",174744,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:14:06",1342,1332,1,9,0,592,583,0,9,0,574,17,1473,882,176,11,34,195,59,99
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „DUILIU ZAMFIRESCU” FOCȘANI",38,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:35:26",809,803,1,5,0,303,298,0,5,0,293,10,910,607,74,4,11,135,28,41
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „DUILIU ZAMFIRESCU” FOCȘANI",40,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:03",1621,1607,1,13,0,706,693,0,13,0,670,36,1779,1073,198,22,26,227,71,126
41,VRANCEA,"ȘCOALA GIMNAZIALĂ ”DUMITRU PRICOP”",227,NEGRILEŞTI,178885,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:44:37",1364,1329,1,3,31,757,722,1,3,31,541,216,1492,735,161,7,26,233,72,42
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ECATERINA TEODOROIU”",75,"ORAŞ MĂRĂŞEŞTI",174922,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:21:09",771,764,0,5,2,314,307,0,5,2,300,8,843,529,65,8,9,105,95,18
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ECATERINA TEODOROIU”",74,"ORAŞ MĂRĂŞEŞTI",174922,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:27:08",1327,1318,0,3,6,647,638,0,3,6,610,36,1455,808,155,24,22,225,149,35
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „EMIL ATANASIU” GAROAFA",171,GAROAFA,176212,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:31",1619,1607,2,9,1,848,837,1,9,1,813,35,1789,941,472,7,25,151,115,43
41,VRANCEA,"ȘCOALA GIMNAZIALĂ FELDIOARA",298,TĂNĂSOAIA,177879,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:48",546,522,0,14,10,304,280,0,14,10,289,15,587,283,45,6,9,111,90,28
41,VRANCEA,"SCOALA GIMNAZIALA GAGESTI",113,BOLOTEŞTI,175368,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:27:33",525,499,0,13,13,332,306,0,13,13,320,12,564,232,245,0,3,38,13,21
41,VRANCEA,"SCOALA GIMNAZIALA GAGESTI",112,BOLOTEŞTI,175368,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:05:25",1236,1170,1,21,44,725,659,1,21,44,708,17,1338,613,445,5,21,139,24,74
41,VRANCEA,"ŞCOALA GIMNAZIALĂ GOLEŞTI",175,GOLEŞTI,174824,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:48:47",1440,1435,1,0,4,696,692,0,0,4,667,29,1588,892,149,14,35,314,72,83
41,VRANCEA,"ȘCOALA GIMNAZIALĂ GURA CALIȚEI",185,"GURA CALIŢEI",176338,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:20",819,778,0,17,24,534,493,0,17,24,503,31,882,348,355,3,16,91,29,9
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ION BASGAN” FOCȘANI",20,"MUNICIPIUL FOCŞANI",174744,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:25:46",1772,1733,7,12,20,845,813,0,12,20,826,19,1931,1086,285,21,31,289,72,128
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ION BASGAN” FOCȘANI",19,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:51:42",1642,1633,0,9,0,730,721,0,9,0,713,17,1798,1068,227,10,25,235,93,123
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „IONEL SÎRBU” CIORĂȘTI",137,CIORĂŞTI,175590,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:32",153,150,1,2,0,86,84,0,2,0,79,7,167,81,44,0,0,22,7,6
41,VRANCEA,"SCOALA GIMNAZIALA JARISTEA",195,JARIŞTEA,176506,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:17",1646,1620,1,20,5,867,842,0,20,5,842,25,1791,924,593,1,18,185,32,13
41,VRANCEA,"ȘCOALA GIMNAZIALĂ LĂSTUNI",161,DUMITREŞTI,175983,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:04:18",256,232,0,11,13,186,163,0,11,12,183,3,267,81,33,0,0,147,2,1
41,VRANCEA,"SCOALA GIMNAZIALA MAICANESTI",204,MĂICĂNEŞTI,176613,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 09:49:28",1088,1044,0,8,36,622,578,0,8,36,590,32,1198,576,491,2,1,44,38,14
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”MAREȘAL ALEXANDRU AVERESCU”",62,"MUNICIPIUL ADJUD",174860,7,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:23:34",1326,1319,0,7,0,538,531,0,7,0,486,52,1445,907,104,134,23,182,34,9
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”MIHAIL ARMENCEA”",61,"MUNICIPIUL ADJUD",174860,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:27:42",991,981,0,10,0,453,443,0,10,0,433,20,1094,641,148,25,14,185,41,20
41,VRANCEA,"ŞCOALA GIMNAZIALĂ MIRCEŞTII NOI",327,VÂNĂTORI,178607,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:20",776,772,0,4,0,387,383,0,4,0,357,30,850,463,98,3,12,108,81,55
41,VRANCEA,"SCOALA GIMNAZIALA NEREJU-MIC",229,NEREJU,176944,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:35:56",1528,1511,0,17,0,985,968,0,17,0,940,45,1667,682,430,3,19,446,31,11
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",46,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:28:40",1435,1422,1,11,1,551,539,0,11,1,533,18,1578,1027,141,14,21,226,56,75
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",47,"MUNICIPIUL FOCŞANI",174744,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:10:33",1215,1203,3,9,0,729,720,0,9,0,692,37,1325,596,227,14,30,252,66,103
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",44,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:46:57",1377,1368,1,8,0,540,532,0,8,0,522,18,1519,979,134,11,28,218,49,82
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",48,"MUNICIPIUL FOCŞANI",174744,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:51:12",1552,1545,0,7,0,572,565,0,7,0,552,20,1705,1133,139,10,27,259,64,53
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",45,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:44:42",1434,1419,2,13,0,584,571,0,13,0,519,65,1567,983,154,8,27,214,58,58
41,VRANCEA,"ȘCOALA GIMNAZIALĂ NISTOREȘTI",231,NISTOREŞTI,177003,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:12:47",834,795,0,3,36,460,421,0,3,36,439,21,913,453,73,7,11,289,52,7
41,VRANCEA,"ȘCOALA GIMNAZIALĂ NR.1- CORP A",212,MERA,176686,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:47:52",1576,1529,1,7,39,931,885,0,7,39,889,42,1726,795,417,13,22,380,45,12
41,VRANCEA,"ȘCOALA GIMNAZIALĂ NR.1 ȘINDRILARI",266,REGHIU,177469,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 21:56:05",937,921,0,5,11,570,554,0,5,11,551,19,1028,458,103,3,6,400,13,26
41,VRANCEA,"ȘCOALA GIMNAZIALĂ NR.1 ȘINDRILARI",267,REGHIU,177469,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 21:52:03",508,495,0,7,6,270,257,0,7,6,260,10,551,281,56,3,5,178,11,7
41,VRANCEA,"ŞCOALA GIMNAZIALĂ NR.2",79,"ORAŞ MĂRĂŞEŞTI",174922,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:01:03",1155,1143,3,8,1,444,435,0,8,1,425,19,1258,814,95,24,13,158,96,39
41,VRANCEA,"ŞCOALA GIMNAZIALĂ NR.2",80,"ORAŞ MĂRĂŞEŞTI",174922,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:40:27",306,296,0,9,1,119,109,0,9,1,115,4,328,209,27,5,6,42,30,5
41,VRANCEA,"SCOALA GIMNAZIALA NR. 2 BORDEASCA VECHE",302,TĂTĂRANU,177986,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:11:11",592,573,0,7,12,313,294,0,7,12,292,21,644,331,61,1,11,196,12,11
41,VRANCEA,"ŞCOALA GIMNAZIALĂ NR.2 GUGEŞTI",181,GUGEŞTI,176301,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:24:24",1424,1387,0,7,30,732,695,0,7,30,697,35,1571,839,109,6,30,489,35,28
41,VRANCEA,"ŞCOALA GIMNAZIALĂ NR.4 OREAVU",184,GUGEŞTI,176301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:03",450,434,0,9,7,216,200,0,9,7,194,22,484,268,72,1,6,102,11,2
41,VRANCEA,"SCOALA GIMNAZIALĂ OBREJIŢA",233,OBREJIŢA,178947,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 22:44:08",1304,1240,2,14,48,874,811,1,14,48,843,28,1427,553,448,4,17,313,44,17
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”PETRACHE BLÎNDU”",173,GAROAFA,176212,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:49:43",1333,1319,0,14,0,728,714,0,14,0,607,121,1456,728,365,3,12,137,74,16
41,VRANCEA,"SCOALA GIMNAZIALA „ PICTOR MIHAIL BALASESCU” BAHNELE",345,VINTILEASCA,178475,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:41:47",471,454,0,12,5,279,262,0,12,5,265,14,504,225,62,0,2,193,7,1
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „PRINCIPELE RADU”",66,"MUNICIPIUL ADJUD",174860,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 16:33:07",1391,1380,1,7,3,581,571,0,7,3,544,37,1527,946,163,77,34,189,52,29
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”PRINCIPELE RADU” A",63,"MUNICIPIUL ADJUD",174860,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:54:15",1178,1169,1,5,3,468,460,0,5,3,435,33,1293,825,151,44,14,172,33,21
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”PRINCIPELE RADU” B",64,"MUNICIPIUL ADJUD",174860,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 11:06:57",1155,1149,0,6,0,475,469,0,6,0,453,22,1287,812,151,38,23,174,52,15
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”PRINCIPELE RADU” C",65,"MUNICIPIUL ADJUD",174860,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:49:53",1174,1169,0,5,0,446,441,0,5,0,417,29,1289,843,140,18,14,160,46,39
41,VRANCEA,"SCOALA GIMNAZIALA PROFESOR DOCTOR GENERAL GHEORGHE V. ZAHARIA",252,POPEŞTI,178901,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:59",1107,1093,0,8,6,641,627,0,8,6,633,8,1214,573,259,24,25,221,78,26
41,VRANCEA,"ȘCOALA GIMNAZIALĂ ”PROFESOR GENERAL GHEORGHE GHEORGHIU” GOLOGANU",179,GOLOGANU,178938,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:43",1374,1355,0,6,13,854,835,0,6,13,801,53,1504,650,162,20,17,382,158,62
41,VRANCEA,"ŞCOALA GIMNAZIALĂ PUFEŞTI",255,PUFEŞTI,177352,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:49:54",1269,1268,0,1,0,666,665,0,1,0,619,43,1405,743,107,19,34,197,159,103
41,VRANCEA,"SCOALA GIMNAZIALA PUTNA",115,BOLOTEŞTI,175368,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:53:13",541,507,0,11,23,353,319,0,11,23,341,12,582,229,218,1,4,66,30,22
41,VRANCEA,"SCOALA GIMNAZIALA RIMNICENI",205,MĂICĂNEŞTI,176613,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:18:08",1144,1062,1,31,50,741,660,0,31,50,711,30,1239,498,608,2,3,87,7,4
41,VRANCEA,"SCOALA GIMNAZIALA ROTILESTII MICI",127,CÂMPURI,175670,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:09:57",521,493,0,7,21,307,279,0,7,21,294,13,568,261,179,1,8,101,5,0
41,VRANCEA,"ȘCOALA GIMNAZIALĂ RUGINEȘTI",269,RUGINEŞTI,177557,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:33",773,759,0,9,5,367,353,0,9,5,333,34,837,470,73,8,21,168,35,28
41,VRANCEA,"ȘCOALA GIMNAZIALĂ RUGINEȘTI",268,RUGINEŞTI,177557,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 08:41:13",791,779,1,5,6,369,358,0,5,6,354,15,860,491,91,10,9,195,26,23
41,VRANCEA,"ŞCOALA GIMNAZIALĂ SLOBOZIA BRADULUI SALA A",277,"SLOBOZIA BRADULUI",177655,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:56",822,815,0,4,3,571,564,0,4,3,543,28,894,323,326,1,6,198,3,9
41,VRANCEA,"ŞCOALA GIMNAZIALĂ SLOBOZIA BRADULUI SALA B",278,"SLOBOZIA BRADULUI",177655,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:20",974,968,0,5,1,642,636,0,5,1,613,29,1059,417,395,3,7,198,2,8
41,VRANCEA,"ŞCOALA GIMNAZIALĂ SLOBOZIA BRADULUI SALA C",279,"SLOBOZIA BRADULUI",177655,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:24:29",1317,1315,0,2,0,832,830,0,2,0,826,6,1448,616,560,2,2,253,8,1
41,VRANCEA,"ȘCOALA GIMNAZIALĂ SPULBER",287,SPULBER,178965,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:18:28",922,882,0,11,29,657,617,0,11,29,618,32,991,341,377,2,9,189,33,8
41,VRANCEA,"ŞCOALA GIMNAZIALĂ „ŞTEFAN CEL MARE” FOCȘANI",7,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:42",802,793,0,9,0,374,365,0,9,0,360,14,881,507,101,6,12,156,27,58
41,VRANCEA,"ŞCOALA GIMNAZIALĂ „ŞTEFAN CEL MARE” FOCȘANI",6,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:54:37",1115,1105,0,9,1,440,430,0,9,1,419,21,1223,783,134,8,17,181,28,51
41,VRANCEA,"ŞCOALA GIMNAZIALĂ „ŞTEFAN CEL MARE” FOCȘANI",5,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:14:04",1067,1059,1,7,0,449,442,0,7,0,439,10,1176,727,108,7,27,187,43,67
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ȘTEFAN CEL MARE” FOCȘANI",4,"MUNICIPIUL FOCŞANI",174744,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:49:36",1267,1248,8,11,0,522,511,0,11,0,504,18,1381,859,192,20,17,155,43,77
41,VRANCEA,"SCOALA GIMNAZIALA SURAIA",293,SURAIA,177842,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:08:53",1768,1724,3,31,10,878,835,2,31,10,816,62,1930,1052,485,3,16,230,28,54
41,VRANCEA,"ȘCOALA GIMNAZIALĂ ȚIFEȘTI",313,ŢIFEŞTI,178180,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:54",836,827,0,9,0,475,466,0,9,0,450,25,914,439,258,1,24,56,38,73
41,VRANCEA,"SCOALA GIMNAZIALĂ ” VASILE IFTIMESCU ” VALEA SARII",320,"VALEA SĂRII",178313,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:55",666,630,0,11,25,450,414,0,11,25,430,20,720,270,120,1,30,233,26,20
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „VICTOR SLĂVESCU” COTEȘTI",147,COTEŞTI,175885,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:59:38",1125,1102,1,12,10,637,614,1,12,10,598,39,1226,589,119,10,22,200,66,181
41,VRANCEA,"ŞCOALA GIMNAZIALĂ VÎNĂTORI",324,VÂNĂTORI,178607,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 11:23:43",1392,1376,2,13,1,761,747,0,13,1,704,57,1513,752,250,17,46,210,72,109
41,VRANCEA,"ȘCOALA GIMNAZIALĂ VOETIN",276,SIHLEA,177600,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 11:44:07",861,833,0,12,16,419,391,0,12,16,388,31,936,517,286,2,7,78,13,2
41,VRANCEA,"SCOALA GOGOIU",259,RĂCOASA,177405,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:57:57",187,174,0,6,7,93,80,0,6,7,85,8,180,87,20,0,5,37,18,5
41,VRANCEA,"SCOALA HANGULESTI",362,VULTURU,178821,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:47:45",912,893,0,6,13,428,410,0,6,12,405,23,984,556,54,5,7,277,27,35
41,VRANCEA,"ȘCOALA I-IV NOUĂ",123,CÂMPINEANCA,174780,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:19:40",578,553,1,22,2,328,304,0,22,2,316,12,613,285,102,4,11,170,11,18
41,VRANCEA,"ȘCOALA I-IV NOUĂ",121,CÂMPINEANCA,174780,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:47:00",1740,1708,1,19,12,987,956,0,19,12,950,37,1877,890,320,5,36,433,61,95
41,VRANCEA,"ȘCOALA I-IV NOUĂ",122,CÂMPINEANCA,174780,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:59:00",1628,1598,2,22,6,885,857,0,22,6,851,34,1759,874,308,8,45,370,48,72
41,VRANCEA,"SCOALA ION CREANGA DUPA MAGURA",346,VINTILEASCA,178475,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:28:16",71,64,0,7,0,40,33,0,7,0,38,2,70,30,13,2,0,18,3,2
41,VRANCEA,"SCOALA IUGANI",109,BOGHEŞTI,175260,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:06:28",112,97,0,11,4,77,62,0,11,4,74,3,109,32,18,27,4,14,5,6
41,VRANCEA,"ŞCOALA LEPŞA",312,TULNICI,178117,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:37:54",407,390,1,15,1,203,187,0,15,1,198,5,430,227,119,1,9,38,21,10
41,VRANCEA,"SCOALA MALURI",363,VULTURU,178821,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:33",410,396,0,5,9,187,173,0,5,9,180,7,447,260,22,2,4,109,35,8
41,VRANCEA,"SCOALA NR.1",218,MOVILIŢA,176793,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:30:09",710,702,1,4,3,354,347,0,4,3,324,30,778,424,63,5,10,108,41,97
41,VRANCEA,"SCOALA NR.2",217,MOVILIŢA,176793,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:27",623,615,0,2,6,329,321,0,2,6,308,21,685,356,68,3,14,130,30,63
41,VRANCEA,"ŞCOALA PĂDURENI",84,"ORAŞ MĂRĂŞEŞTI",174922,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:54:52",411,399,0,10,2,203,191,0,10,2,195,8,440,237,79,15,5,71,18,7
41,VRANCEA,"ȘCOALA PRIMARĂ ALEXANDRU VLAHUȚĂ DRAGOSLOVENI",154,DUMBRĂVENI,175938,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:01",917,885,1,19,12,546,514,1,19,12,518,28,980,434,258,4,24,186,34,12
41,VRANCEA,"ŞCOALA PRIMARĂ BALTA RAŢEI",325,VÂNĂTORI,178607,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:30",254,243,0,11,0,114,103,0,11,0,106,8,269,155,24,2,18,31,15,16
41,VRANCEA,"ȘCOALA PRIMARĂ BICEȘTII DE JOS",156,DUMITREŞTI,175983,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:05:23",544,526,0,7,11,350,332,0,7,11,293,57,600,250,46,4,8,223,12,0
41,VRANCEA,"ȘCOALA PRIMARĂ BICEȘTII DE SUS",157,DUMITREŞTI,175983,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:13:50",570,534,0,16,20,447,411,0,16,20,401,46,609,162,134,1,3,213,44,6
41,VRANCEA,"SCOALA PRIMARA BOSTANESTI",241,PĂUNEŞTI,177236,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 15:00:21",880,874,0,6,0,402,396,0,6,0,371,31,971,569,158,66,6,86,35,20
