precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TOMA NICULAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BĂDOIU GEORGIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MANOLESCU CARMENUŢA-UNIUNEA SALVAȚI ROMÂNIA-voturi","TURTURICĂ VICTOR-CĂTĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
3,ARGEŞ,"CĂMIN CULTURAL BĂJEŞTI",221,BĂLILEŞTI,14272,1,PART,PRCNCT,P,P_SV,"2024-06-10 18:48:47",818,808,0,10,0,559,549,0,10,0,541,18,896,337,24,177,55,285
3,ARGEŞ,"CĂMIN CULTURAL BĂLILEŞTI",220,BĂLILEŞTI,14272,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:20:59",898,879,0,19,0,613,594,0,19,0,606,7,970,357,14,186,14,392
3,ARGEŞ,"CĂMIN CULTURAL POIENIŢA",222,BĂLILEŞTI,14272,3,PART,PRCNCT,P,P_SV,"2024-06-10 12:19:37",948,941,3,4,0,560,556,0,4,0,559,1,1046,486,14,164,13,368
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV GOLEŞTI-PRIBOAIA",223,BĂLILEŞTI,14272,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:33:40",563,556,0,7,0,322,315,0,7,0,315,7,610,288,6,73,10,226
