precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
1,ALBA,"CĂMIN CULTURAL CISTEI",317,MIHALŢ,5700,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:39:13",502,454,0,29,19,367,319,0,29,19,359,8,496,129,7,18,280,54
1,ALBA,"CĂMIN CULTURAL OBREJA",318,MIHALŢ,5700,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:08:14",450,421,0,15,14,288,259,0,15,14,283,5,460,172,14,54,199,16
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ION BREAZU” MIHALŢ",316,MIHALŢ,5700,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:00:40",845,802,1,16,26,525,483,0,16,26,504,21,876,351,54,90,334,26
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ION BREAZU” MIHALŢ",315,MIHALŢ,5700,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:25:34",1038,973,0,21,44,638,573,0,21,44,624,14,1070,432,97,98,399,30
