precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUCENICU VASILE-UNIUNEA SALVAȚI ROMÂNIA-voturi","NICA PETRU-ALEXANDRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GĂINĂ IULIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","FÎRŢALĂ MANOLE-DĂNUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","RIŞTEI GHEORGHE-PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,GRĂDINIŢA,440,TARCĂU,124493,3,PART,PRCNCT,P,P_SV,"2024-06-10 12:48:24",433,423,0,7,3,259,249,0,7,3,252,3,500,227,35,17,87,112,1
29,NEAMŢ,GRĂDINIŢA,441,TARCĂU,124493,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:21",530,525,2,2,1,272,269,0,2,1,256,16,600,328,82,18,60,92,4
29,NEAMŢ,GRĂDINIŢA,439,TARCĂU,124493,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:44:52",277,266,0,10,1,183,172,0,10,1,178,5,300,117,39,13,37,88,1
29,NEAMŢ,"ŞCOLA GIMNAZIALĂ ”IULIA HĂLĂUCESCU”, COMUNA TARCĂU, JUDEŢUL NEAMŢ",437,TARCĂU,124493,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:44:36",761,740,0,7,14,464,443,0,7,14,448,16,800,336,121,43,125,150,9
29,NEAMŢ,"ŞCOLA GIMNAZIALĂ ”IULIA HĂLĂUCESCU”, COMUNA TARCĂU, JUDEŢUL NEAMŢ",438,TARCĂU,124493,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:46",818,801,1,6,10,445,429,0,6,10,435,10,900,455,78,62,145,143,7
