precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DURĂ ION-UNIUNEA SALVAȚI ROMÂNIA-voturi","IVAN VASILE-BEBE-PARTIDUL NAȚIONAL LIBERAL-voturi","GHEORGHE MARIN-PARTIDUL SOCIAL DEMOCRAT-voturi","ILIE ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SORESCU ION-FORȚA DREPTEI-voturi"
3,ARGEŞ,"SALA DE FESTIVITĂȚII A CONSILIULUI LOCAL BĂBANA",212,BĂBANA,14085,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:31",619,589,2,6,22,442,412,2,6,22,410,26,673,235,17,302,72,12,7
3,ARGEŞ,"ŞCOALA BĂBANA",211,BĂBANA,14085,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:10",762,752,3,4,3,470,462,1,4,3,445,20,830,365,16,243,107,69,10
3,ARGEŞ,"ŞCOALA GROŞI",213,BĂBANA,14085,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:58:21",392,371,0,13,8,263,242,0,13,8,260,3,405,142,8,198,49,5,0
3,ARGEŞ,"ŞCOALA SLĂTIOARELE",214,BĂBANA,14085,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:55:53",666,652,1,3,10,399,385,1,3,10,384,15,733,334,96,165,62,17,44
