county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","ANGHEL DĂNUŢ-voturi","ANGHEL DĂNUŢ-mandate-faza-1","ANGHEL DĂNUŢ-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","CĂLUGĂRESCU ROBERT-CONSTANTIN-voturi","CĂLUGĂRESCU ROBERT-CONSTANTIN-mandate-faza-1","CĂLUGĂRESCU ROBERT-CONSTANTIN-mandate-faza-2","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-voturi","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-mandate-faza-2","CIOBANU ILIE-voturi","CIOBANU ILIE-mandate-faza-1","CIOBANU ILIE-mandate-faza-2","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-mandate-faza-1","PARTIDUL ROMÂNIA ÎN ACȚIUNE-mandate-faza-2","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-1","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-2","VASILE SORIN-voturi","VASILE SORIN-mandate-faza-1","VASILE SORIN-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","RADU IOANA-voturi","RADU IOANA-mandate-faza-1","RADU IOANA-mandate-faza-2","CIOBOTARU MIHAI-GABRIEL-voturi","CIOBOTARU MIHAI-GABRIEL-mandate-faza-1","CIOBOTARU MIHAI-GABRIEL-mandate-faza-2","BĂDESCU GHEORGHE-voturi","BĂDESCU GHEORGHE-mandate-faza-1","BĂDESCU GHEORGHE-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","PETRUŞ ELENA-SORINA-voturi","PETRUŞ ELENA-SORINA-mandate-faza-1","PETRUŞ ELENA-SORINA-mandate-faza-2","NIŢU MARGARETA-voturi","NIŢU MARGARETA-mandate-faza-1","NIŢU MARGARETA-mandate-faza-2","ONCESCU ARISTOTEL-MARIUS-voturi","ONCESCU ARISTOTEL-MARIUS-mandate-faza-1","ONCESCU ARISTOTEL-MARIUS-mandate-faza-2"
16,DÂMBOVIŢA,LUNGULEŢU,67906,1,FINAL,UAT,CL,CL_CE,"2024-06-12 15:02:54",4298,4289,0,9,0,2866,2857,0,9,0,2782,84,4720,1854,139,194,222,185,444,2,0,2147,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"MALU CU FLORI",67942,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:25:08",1842,1804,1,6,31,1200,1163,0,6,31,1162,38,1981,781,58,81,92,105,196,1,1,827,7,1,0,0,0,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,MĂNEŞTI,68002,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:03:04",4116,4099,3,14,0,2436,2422,0,14,0,2322,108,4497,2067,116,162,185,149,447,3,0,1559,10,0,234,1,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,MĂTĂSARU,68048,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:47:59",3989,3949,1,33,6,2650,2611,0,33,6,2556,94,4381,1731,127,178,204,185,1165,6,0,1095,5,1,152,0,1,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,MOGOŞANI,68128,2,FINAL,UAT,CL,CL_CE,"2024-06-20 14:21:08",3634,3429,1,157,47,2777,2573,0,157,47,2725,50,3779,1003,136,190,218,199,1515,7,1,816,4,0,115,0,0,262,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,MOROENI,68182,2,FINAL,UAT,CL,CL_CE,"2024-06-12 13:00:22",4081,3998,0,40,43,2830,2747,0,40,43,2702,124,4445,1615,135,189,216,207,942,4,0,1379,6,1,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,MORTENI,68253,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:47:22",2255,2175,1,50,29,1790,1711,0,50,29,1699,42,2410,669,84,118,135,154,372,2,0,1327,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,MOŢĂIENI,65645,2,FINAL,UAT,CL,CL_CE,"2024-06-12 20:48:26",1648,1595,3,6,44,1014,963,1,6,44,985,28,1792,778,49,68,78,86,598,6,1,352,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"MUNICIPIUL MORENI",65841,2,FINAL,UAT,CL,CL_CE,"2024-06-27 10:36:12",16046,15877,13,124,32,7807,7650,1,124,32,7570,237,17515,9708,378,529,605,419,1279,3,0,3487,8,0,615,1,1,1751,4,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"MUNICIPIUL TÂRGOVIŞTE",65342,2,FINAL,UAT,CL,CL_CE,"2024-06-26 14:59:10",73183,72590,114,432,47,30309,29829,2,432,46,29245,1064,80437,50128,1462,2047,2339,1392,3679,2,1,19096,13,1,2887,2,0,3583,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,NICULEŞTI,104387,3,FINAL,UAT,CL,CL_CE,"2024-06-17 13:57:48",3374,3322,3,32,17,1879,1830,0,32,17,1803,75,3660,1782,90,126,144,138,203,1,1,1429,10,0,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,NUCET,68280,2,FINAL,UAT,CL,CL_CE,"2024-06-20 14:35:57",3478,3439,2,10,27,1930,1893,0,10,27,1851,79,3783,1853,92,129,148,142,359,2,1,1492,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,OCNIŢA,68324,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:05:52",3524,3498,3,15,8,2151,2127,1,15,8,2112,39,3869,1718,105,147,168,151,851,5,1,928,6,0,184,1,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,ODOBEŞTI,68342,2,FINAL,UAT,CL,CL_CE,"2024-06-26 13:36:27",3998,3960,2,34,2,2873,2837,0,34,2,2645,228,4354,1481,132,185,211,158,907,5,1,1285,8,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"ORAŞ FIENI",65609,2,FINAL,UAT,CL,CL_CE,"2024-06-26 15:09:58",6116,6048,4,40,24,2742,2677,1,40,24,2626,116,6705,3963,131,183,210,175,392,2,0,1514,8,1,305,1,1,244,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"ORAŞ GĂEŞTI",65681,1,FINAL,UAT,CL,CL_CE,"2024-06-11 18:43:33",12088,11966,8,95,19,7121,7006,1,95,19,6943,167,13194,6082,347,486,555,388,2904,7,1,3230,8,0,462,1,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"ORAŞ PUCIOASA",65921,2,FINAL,UAT,CL,CL_CE,"2024-06-26 15:19:53",12213,12068,23,89,33,5720,5595,3,89,33,5537,177,13416,7696,276,387,442,288,616,2,0,3864,13,0,420,1,1,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"ORAŞ RĂCARI",68627,2,FINAL,UAT,CL,CL_CE,"2024-06-26 15:27:58",5047,4659,3,134,251,3214,2833,1,129,251,3106,105,5384,2170,155,217,248,207,2264,10,1,582,2,1,260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"ORAŞ TITU",66081,1,FINAL,UAT,CL,CL_CE,"2024-06-11 17:37:25",8240,8112,7,45,76,4975,4853,1,45,76,4816,144,8962,3987,240,337,385,310,1975,6,0,2385,7,1,300,0,1,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,PERŞINARI,179935,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:31:55",2289,2250,0,2,37,1290,1251,0,2,37,1253,35,2517,1227,62,87,100,113,281,2,0,679,6,0,181,1,1,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,PETREŞTI,65752,2,FINAL,UAT,CL,CL_CE,"2024-06-27 11:18:09",4526,4466,1,23,36,2914,2855,0,23,36,2777,137,4955,2041,138,194,222,185,1956,10,0,519,2,1,302,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,PIETRARI,179908,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:35:23",1932,1908,0,19,5,1375,1351,0,19,5,1331,44,2103,728,66,93,106,112,228,2,0,519,4,1,495,4,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,PIETROŞIŢA,68404,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:10:24",2499,2488,1,9,1,1402,1392,0,9,1,1343,59,2749,1347,67,94,107,122,301,2,0,835,6,1,0,0,0,207,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,POIANA,68431,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:05:25",2752,2745,0,7,0,1720,1713,0,7,0,1651,69,3010,1290,82,115,132,127,185,1,0,1466,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,POTLOGI,68468,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:35:57",6879,6827,3,49,0,3492,3442,1,49,0,3380,112,7514,4022,169,236,270,213,530,2,0,2679,12,1,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,PRODULEŞTI,68529,2,FINAL,UAT,CL,CL_CE,"2024-06-25 11:08:39",2687,2652,2,11,22,1512,1478,1,11,22,1442,70,2941,1429,72,100,115,110,204,1,1,1238,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,PUCHENI,68565,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:13:10",1462,1381,0,61,20,1134,1054,0,61,19,1101,33,1537,403,55,77,88,100,328,3,0,773,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,RACIU,179891,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:06:38",2673,2642,2,14,15,1566,1537,0,14,15,1519,47,2926,1360,75,106,121,116,323,2,1,879,7,0,0,0,0,233,2,0,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,RĂSCĂEŢI,179926,2,FINAL,UAT,CL,CL_CE,"2024-06-27 10:48:57",1757,1727,0,3,27,1292,1264,0,3,25,1262,30,1932,640,63,88,100,114,913,8,0,140,1,0,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,1,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"RÂU ALB",179917,1,FINAL,UAT,CL,CL_CE,"2024-06-10 05:33:14",1222,1138,0,60,24,836,752,0,60,24,818,18,1245,409,40,57,65,90,121,1,0,309,3,1,388,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,RĂZVAD,65431,2,FINAL,UAT,CL,CL_CE,"2024-06-26 13:46:59",7618,7562,17,31,8,4127,4088,0,31,8,4026,94,8347,4227,201,281,322,268,315,1,0,3039,11,0,299,1,0,373,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,RUNCU,68716,2,FINAL,UAT,CL,CL_CE,"2024-06-26 14:00:25",3544,3482,4,10,48,1808,1749,1,10,48,1759,49,3837,2029,87,123,140,135,566,4,0,1036,7,1,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,SĂLCIOARA,68789,2,FINAL,UAT,CL,CL_CE,"2024-06-12 19:31:28",3103,3076,0,27,0,1965,1938,0,27,0,1906,58,3377,1412,95,133,152,144,729,5,0,818,5,1,335,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,ŞELARU,68887,2,FINAL,UAT,CL,CL_CE,"2024-06-27 10:59:06",2348,2317,1,30,0,1561,1531,0,30,0,1507,54,2547,986,75,105,120,130,368,2,1,975,7,0,89,0,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"SLOBOZIA MOARĂ",105142,2,FINAL,UAT,CL,CL_CE,"2024-06-20 14:01:37",1696,1624,2,38,32,1393,1324,2,38,29,1334,54,1823,435,66,93,106,121,578,4,1,601,4,1,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,ŞOTÂNGA,65477,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:27:14",5651,5634,2,15,0,2639,2624,0,15,0,2528,111,6225,3586,126,176,202,168,250,1,0,2017,12,0,0,0,0,261,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,TĂRTĂŞEŞTI,105534,2,FINAL,UAT,CL,CL_CE,"2024-06-26 14:26:52",4284,4220,8,55,1,2543,2486,1,55,1,2463,80,4652,2109,123,172,197,148,164,1,0,1473,9,1,270,1,1,177,0,0,52,0,0,0,0,0,0,0,0,327,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,TĂTĂRANI,68921,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:43:33",4090,4048,3,15,24,2478,2438,1,15,24,2388,90,4475,1997,119,167,191,174,177,1,0,1746,10,0,347,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,ULIEŞTI,68976,2,FINAL,UAT,CL,CL_CE,"2024-06-12 19:58:25",3187,3139,1,39,8,2366,2319,0,39,8,2285,66,3486,1120,114,159,182,175,1062,6,0,1035,5,1,188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,ULMI,65501,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:18:15",4029,4003,5,21,0,2290,2269,0,21,0,2221,69,4399,2109,111,155,177,163,284,1,1,1838,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,VĂCĂREŞTI,69250,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:11:33",4210,4195,0,15,0,2371,2356,0,15,0,2288,82,4420,2050,114,160,183,168,1280,7,1,777,4,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0
16,DÂMBOVIŢA,"VALEA LUNGĂ",69063,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:52:58",3835,3814,0,15,6,2070,2049,0,15,6,2021,49,4223,2153,101,141,161,151,169,1,0,1465,9,1,336,2,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"VALEA MARE",69170,2,FINAL,UAT,CL,CL_CE,"2024-06-12 14:12:13",1715,1710,1,3,1,1072,1067,1,3,1,1034,38,1880,808,51,72,82,88,80,0,1,800,9,0,98,1,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,VĂLENI-DÂMBOVIŢA,69303,2,FINAL,UAT,CL,CL_CE,"2024-06-12 12:10:40",2046,1995,1,19,31,1429,1379,0,19,31,1396,33,2192,763,69,97,111,120,329,2,1,995,8,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,VÂRFURI,69447,3,FINAL,UAT,CL,CL_CE,"2024-06-26 14:36:19",1440,1426,1,4,9,817,804,0,4,9,784,33,1575,758,39,54,62,71,112,1,1,672,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,VIŞINA,69330,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:11:04",3177,3110,1,35,31,2146,2080,0,35,31,2067,75,3459,1314,103,144,165,159,791,4,1,1105,6,1,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,VIŞINEŞTI,69394,2,FINAL,UAT,CL,CL_CE,"2024-06-26 14:42:09",1424,1386,0,11,27,844,806,0,11,27,802,42,1555,710,40,56,64,72,108,1,0,694,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
