precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi","PARTIDUL VERDE-voturi"
9,BRĂILA,"CAMIN CULTURAL DIN FOSTUL SAT TIBANESTI",261,TUFEŞTI,44300,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:11:33",1048,1042,0,6,0,574,568,0,6,0,552,22,1150,576,91,28,421,10,2
9,BRĂILA,"CĂMINUI CULTURAL NR. 2",262,TUFEŞTI,44300,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:19:59",836,831,0,5,0,496,491,0,5,0,472,24,900,404,50,33,381,4,4
9,BRĂILA,"SCOALA PETRE CARP DIN FOSTUL SAT TIBANESTI",263,TUFEŞTI,44300,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:23:42",1296,1289,0,7,0,757,750,0,7,0,755,2,1430,673,128,42,575,3,7
9,BRĂILA,"SCOALA PETRE CARP TUFESTI",260,TUFEŞTI,44300,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:13:55",874,865,2,7,0,506,499,0,7,0,484,22,950,444,47,41,380,5,11
