precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi","ALIANȚA ETOCRATĂ PENTRU REFORMĂ-voturi"
18,GALAŢI,GRĂDINIȚĂ,253,BUCIUMENI,75819,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:41:38",313,303,0,7,3,190,180,0,7,3,176,14,346,156,23,11,133,8,1
18,GALAŢI,"SCOALA CU CLASE I-IV",252,BUCIUMENI,75819,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:50:08",334,323,0,10,1,233,222,0,10,1,221,12,374,141,25,13,175,6,2
18,GALAŢI,"SCOALA NATALIA NEGRU",250,BUCIUMENI,75819,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:25:33",904,884,0,13,7,505,485,0,13,7,460,45,934,429,154,37,222,13,34
18,GALAŢI,"SCOALA SMARANDA BRAESCU",251,BUCIUMENI,75819,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:54:05",393,363,0,24,6,255,225,0,24,6,238,17,413,158,46,17,166,8,1
