precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
29,NEAMŢ,"ŞCOALA GRIGORE UNGUREANU",226,CEAHLĂU,122025,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:03:08",1456,1381,0,17,58,896,840,0,17,39,861,35,1500,604,152,637,57,15
29,NEAMŢ,"ȘCOALA PRIMARĂ NR.1",227,CEAHLĂU,122025,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:35:31",607,600,1,3,3,355,349,0,3,3,338,4,700,358,83,216,38,1
