precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi","MIŞCAREA PENTRU COMUNĂ - MOZGALOM A KŐZSÉGÉRT-voturi","NAGY LASZLÓ-voturi"
28,MUREŞ,"CĂMIN CULTURAL CRĂCIUNEŞTI SALA MICĂ",321,CRĂCIUNEŞTI,116288,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:14:29",751,726,0,9,16,283,258,0,9,16,260,23,824,541,232,8,18,2
28,MUREŞ,"CĂMINUL CULTURAL CORNEŞTI",325,CRĂCIUNEŞTI,116288,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:37:42",721,700,5,4,12,550,530,4,4,12,520,30,790,240,219,5,177,119
28,MUREŞ,"CĂMINUL CULTURAL CRĂCIUNEŞTI SALA MARE",322,CRĂCIUNEŞTI,116288,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:03:32",1080,1071,2,3,4,624,617,0,3,4,609,15,1139,515,473,40,91,5
28,MUREŞ,"ŞCOALA PRIMARĂ BUDIU MIC",323,CRĂCIUNEŞTI,116288,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:20:18",396,392,3,1,0,182,181,0,1,0,175,7,430,248,120,13,33,9
28,MUREŞ,"ŞCOALA PRIMARĂ CINTA",324,CRĂCIUNEŞTI,116288,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:18",407,392,0,5,10,297,282,0,5,10,288,9,450,153,246,6,27,9
