precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"SCOALA GIMNAZIALA",464,GORBAN,97189,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:48:32",645,625,0,12,8,326,306,0,12,8,308,18,700,369,109,24,146,24,5
24,IAŞI,"ȘCOALA GIMNAZIALĂ GURA BOHOTIN",466,GORBAN,97189,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:56:42",394,388,1,1,4,228,222,1,1,4,219,9,400,172,88,8,80,43,0
24,IAŞI,"ȘCOALA GIMNAZIALĂ GURA BOHOTIN",465,GORBAN,97189,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:27:31",649,635,0,10,4,355,341,0,10,4,342,13,700,345,169,3,144,23,3
24,IAŞI,"ȘCOALA PRIMARĂ",468,GORBAN,97189,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:59:30",289,277,0,7,5,163,151,0,7,5,157,6,335,172,68,6,61,16,6
24,IAŞI,"ȘCOALA PRIMARĂ",467,GORBAN,97189,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:15:03",496,489,0,5,2,266,259,0,5,2,243,23,500,234,117,14,74,34,4
