precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
27,MEHEDINŢI,"ŞCOALA GENERALĂ FÎNTÂNILE NEGRE",240,"POROINA MARE",113153,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:09:25",203,127,0,69,7,165,89,0,69,7,165,0,224,59,3,23,132,7
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV STIGNIŢA",241,"POROINA MARE",113153,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:51:52",528,336,0,169,23,422,230,0,169,23,414,8,455,33,12,42,354,6
27,MEHEDINŢI,"ŞCOALA GENERALĂ POROINA MARE",239,"POROINA MARE",113153,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:19",382,260,0,100,22,305,183,0,100,22,299,2,409,103,15,121,150,13
