precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
17,DOLJ,"ȘCOALA CU CLASELE I-IV",321,"COŢOFENII DIN FAŢĂ",74875,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:25:47",269,247,0,20,2,205,183,0,20,2,201,4,300,95,7,172,22
17,DOLJ,"ŞCOALA CU CLASELE I-VIII COȚOFENII DIN FAŢĂ",320,"COŢOFENII DIN FAŢĂ",74875,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:50:20",1340,1317,1,10,12,855,832,1,10,12,808,47,1423,568,100,627,81
