precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DEDEAN-BORTĂŞ IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","IVAN MIHAI-GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi"
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞIEUŢ",269,ŞIEUŢ,34850,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:04:33",560,526,1,20,13,436,402,1,20,13,429,6,620,185,175,254
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ SEBIŞ",272,ŞIEUŢ,34850,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:22:35",667,649,1,1,16,502,485,0,1,16,490,12,700,198,159,331
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ LUNCA",270,ŞIEUŢ,34850,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:01:13",315,299,0,3,13,246,230,0,3,13,242,4,350,104,32,210
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ RUŞTIOR",271,ŞIEUŢ,34850,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:31:58",492,475,0,5,12,370,353,0,5,12,364,6,530,160,127,237
