precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
13,CLUJ,"CĂMIN CULTURAL BÎRLEA",427,CORNEŞTI,57449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:18:06",130,113,0,12,5,107,90,0,12,5,104,3,123,16,3,4,21,76
13,CLUJ,"CĂMIN CULTURAL IGRIŢIA",428,CORNEŞTI,57449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:30:43",39,28,0,11,0,30,19,0,11,0,29,1,32,2,2,4,11,12
13,CLUJ,"CĂMIN CULTURAL MORĂU",430,CORNEŞTI,57449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:10:22",60,43,1,15,1,47,31,0,15,1,47,0,61,14,2,7,4,34
13,CLUJ,"CĂMIN CULTURAL TIOCU DE JOS",432,CORNEŞTI,57449,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:54:55",89,86,0,3,0,53,50,0,3,0,50,3,96,43,9,12,5,24
13,CLUJ,"CĂMIN CULTURAL TIOCU DE SUS",433,CORNEŞTI,57449,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:56:24",74,57,0,10,7,51,34,0,10,7,41,10,62,11,7,1,8,25
13,CLUJ,"CĂMIN CULTURAL TIOLTIUR",434,CORNEŞTI,57449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:04:48",149,133,0,7,9,103,87,0,7,9,99,4,156,53,0,4,23,72
13,CLUJ,"CENTRUL DE INFORMARE ŞI PROMOVARE TURISTICĂ LUJERDIU",429,CORNEŞTI,57449,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:08:52",251,232,0,11,8,150,131,0,11,8,140,9,216,67,7,7,51,75
13,CLUJ,"COOPERATIVA VECHE- STOIANA",431,CORNEŞTI,57449,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:49:45",180,163,0,14,3,117,100,0,14,3,108,9,178,61,10,4,24,70
13,CLUJ,"ŞCOALA GIMNAZIALĂ LIA MANOLIU CORNEŞTI",426,CORNEŞTI,57449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:08:20",176,163,0,3,10,119,106,0,3,10,115,4,191,72,16,16,14,69
