precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
41,VRANCEA,"CAMINUL CULTURAL BUDESTI",149,COTEŞTI,175885,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 18:11:37",1476,1443,1,5,27,830,797,1,5,27,775,55,1621,791,300,85,259,131
41,VRANCEA,"GRADINITA GOLESTII DE SUS",150,COTEŞTI,175885,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:28:31",362,347,1,7,7,229,215,0,7,7,223,6,389,160,78,38,86,21
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „VICTOR SLĂVESCU” COTEȘTI",147,COTEŞTI,175885,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 18:52:38",1125,1102,1,12,10,637,614,1,12,10,603,34,1226,589,267,98,183,55
41,VRANCEA,"SCOALA PRIMARA COTESTI",148,COTEŞTI,175885,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:42:37",466,453,0,8,5,268,255,0,8,5,259,9,497,229,144,18,72,25
41,VRANCEA,"SCOALA VALEA COTESTI",151,COTEŞTI,175885,4,PART,PRCNCT,CL,CL_SV,"2024-06-11 19:26:41",631,613,1,10,7,389,372,0,10,7,365,24,682,293,147,24,147,47
