precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ NR. 3",4,"MUNICIPIUL SLOBOZIA",92658,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 22:13:50",900,891,1,8,0,381,373,0,8,0,372,9,1000,619,11,40,108,143,7,24,34,5
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ NR. 3",3,"MUNICIPIUL SLOBOZIA",92658,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 22:32:12",1071,1056,0,10,5,421,406,0,10,5,404,17,1200,779,13,43,112,172,12,19,31,2
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ NR.5 SLOBOZIA NOUÃ",32,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 22:04:44",1049,1043,0,6,0,509,503,0,6,0,483,21,1150,641,11,62,132,219,15,24,14,6
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ NR.5 SLOBOZIA NOUÃ",33,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:55",996,988,1,7,0,468,461,0,7,0,443,25,967,499,12,61,123,185,23,20,15,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ PERIEȚI",185,PERIEŢI,94161,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:24:47",1053,1030,4,13,6,633,610,4,13,6,609,24,1140,507,13,65,80,375,30,5,31,10
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ PLATONEȘTI",190,PLATONEŞTI,180000,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:36",755,722,0,24,9,512,479,0,24,9,486,26,806,294,5,177,25,191,19,0,65,4
23,IALOMIŢA,"SCOALA GIMNAZIALA RADULESTI",191,RĂDULEŞTI,101243,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:23:56",778,660,0,94,24,574,456,0,94,24,520,54,748,174,6,29,96,363,18,1,6,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ”",40,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:30",945,935,0,10,0,328,318,0,10,0,315,13,1050,722,5,34,52,153,58,2,11,0
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ” - GRĂDINIŢA ŞCOLII GIMNAZIALE NR.4",41,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:23",809,793,0,16,0,320,304,0,16,0,303,17,900,580,14,40,41,170,20,2,12,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ” - GRĂDINIŢA ŞCOLII GIMNAZIALE NR.4",42,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:43:07",962,956,0,6,0,401,395,0,6,0,322,79,1050,649,15,56,91,126,29,0,4,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”ROMAN IALOMIȚEANUL”",99,AXINTELE,100923,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:17:06",504,498,0,5,1,339,333,0,5,1,313,26,550,211,4,33,44,209,23,0,0,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ SĂVENI",201,SĂVENI,94376,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:18:36",1214,1199,0,5,10,596,581,0,5,10,553,43,1300,704,6,80,47,368,34,0,14,4
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ SCÂNTEIA",205,SCÂNTEIA,94429,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:37:36",1015,1000,1,5,9,569,555,0,5,9,527,42,1100,531,3,87,33,378,18,0,7,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",19,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:24",1465,1454,3,8,0,677,669,0,8,0,648,29,1600,923,16,46,203,271,17,28,52,15
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ „SF. ANDREI”",20,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:35",1324,1312,0,12,0,632,620,0,12,0,616,16,1436,804,11,44,204,250,12,33,61,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ȚĂNDĂREI",83,"ORAŞ ŢĂNDĂREI",92765,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:42:15",1461,1444,0,11,6,562,545,0,11,6,549,13,1593,1031,37,91,90,247,11,2,67,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ȚĂNDĂREI",84,"ORAŞ ŢĂNDĂREI",92765,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:12:40",1560,1552,1,5,2,494,487,0,5,2,454,40,1703,1209,15,85,56,245,9,1,38,5
23,IALOMIŢA,"ŞCOALA NOUĂ",168,MANASIA,100736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:37",1302,1284,3,15,0,713,698,0,15,0,664,49,1400,687,47,97,74,223,33,5,182,3
23,IALOMIŢA,"ŞCOALA NOUĂ",169,MANASIA,100736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:02",1231,1221,0,8,2,662,652,0,8,2,620,42,1350,688,47,95,81,229,26,6,132,4
23,IALOMIŢA,"ŞCOALA NOUĂ",170,MANASIA,100736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:28:31",1141,1131,0,10,0,606,596,0,10,0,576,30,1257,651,66,77,83,206,27,5,109,3
23,IALOMIŢA,"ŞCOALA NR.1 JILAVELE",164,JILAVELE,103960,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:47",1114,1088,1,6,19,682,656,1,6,19,633,49,1219,537,6,88,208,309,11,2,7,2
23,IALOMIŢA,"ŞCOALA NR.2 JILAVELE",165,JILAVELE,103960,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:46:01",1183,1150,1,13,19,738,706,0,13,19,680,58,1280,542,8,82,229,305,37,5,13,1
23,IALOMIŢA,"ŞCOALA ORBOEŞTI",96,ANDRĂŞEŞTI,92872,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:13:35",265,244,1,7,13,178,158,0,7,13,165,11,309,133,5,32,75,41,5,3,4,0
23,IALOMIŢA,"ŞCOALA PRIMARĂ",199,SĂLCIOARA,94330,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:04:51",811,746,0,18,47,636,571,0,18,47,621,15,896,260,10,98,306,197,7,0,3,0
23,IALOMIŢA,"ŞCOALA PRIMARĂ CONDEEŞTI",111,BĂRCĂNEŞTI,101056,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:51:27",1388,1369,0,13,6,841,822,0,13,6,762,79,1519,678,7,74,327,295,12,2,44,1
23,IALOMIŢA,"ȘCOALA PRIMARĂ HORIA",101,AXINTELE,100923,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:12:35",452,449,0,3,0,270,267,0,3,0,251,19,497,227,1,108,23,101,4,0,13,1
23,IALOMIŢA,"ȘCOALA PRIMARĂ MISLEANU",187,PERIEŢI,94161,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:33:18",686,667,1,9,9,401,382,1,9,9,387,14,740,339,6,35,100,210,24,6,5,1
23,IALOMIŢA,"ȘCOALA PRIMARĂ PĂLTINIȘU",188,PERIEŢI,94161,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:34:28",928,917,1,7,3,530,519,1,7,3,500,30,1016,486,10,54,152,219,29,9,26,1
23,IALOMIŢA,"SCOALA PRIMARA SARATENI",200,SĂRĂŢENI,180019,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:53:40",927,873,2,39,13,505,452,1,39,13,451,54,965,460,8,45,307,68,12,4,6,1
23,IALOMIŢA,"ȘCOALA PROFESIONALĂ ” ARETA TEODORESCU”",156,GRIVIŢA,93735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:48",913,870,2,8,33,581,540,0,8,33,548,33,1000,419,9,51,322,59,7,12,86,2
23,IALOMIŢA,"ȘCOALA PROFESIONALĂ” ARETA TEODORESCU”",157,GRIVIŢA,93735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:38",906,851,0,7,48,549,494,0,7,48,512,37,1000,451,8,38,314,62,17,5,68,0
23,IALOMIŢA,"ŞCOALA REVIGA",193,REVIGA,94269,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:12",1018,1005,0,6,7,549,536,0,6,7,502,47,1100,551,5,46,150,280,10,2,9,0
23,IALOMIŢA,"ŞCOALA ROVINE",195,REVIGA,94269,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:26",711,694,0,12,5,393,376,0,12,5,355,38,786,393,7,24,127,187,6,2,2,0
23,IALOMIŢA,"ŞCOLA PROFESIONALĂ TRAIAN",215,TRAIAN,179702,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:17",1267,1225,1,9,32,869,827,1,9,32,815,54,1363,494,9,23,519,253,5,3,3,0
23,IALOMIŢA,"SEDIU CONSILIUL LOCAL",77,"ORAŞ FIERBINŢI-TÂRG",102749,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:30",1317,1266,1,30,20,875,825,0,30,20,833,42,1400,525,4,62,221,460,25,8,52,1
23,IALOMIŢA,"SEMINARUL TEOLOGIC ORTODOX ”SF. IOAN GURĂ DE AUR”,",12,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:37:01",887,881,1,5,0,422,417,0,5,0,412,10,1000,578,19,36,96,184,7,24,44,2
