precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi"
18,GALAŢI,"GRĂDINIŢA TUDOR VLADIMIRESCU,",410,"TUDOR VLADIMIRESCU",77313,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:02:40",1364,1360,0,4,0,818,814,0,4,0,799,19,1503,685,322,101,356,20
18,GALAŢI,"LICEUL TEHNOLOGIC ”TUDOR VLADIMIRESCU”",411,"TUDOR VLADIMIRESCU",77313,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:00:52",933,923,0,10,0,508,498,0,10,0,497,11,1015,507,200,62,228,7
18,GALAŢI,"LICEUL TEHNOLOGIC ”TUDOR VLADIMIRESCU”",412,"TUDOR VLADIMIRESCU",77313,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:51:28",1154,1151,1,2,0,697,695,0,2,0,685,12,1277,580,237,50,385,13
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1(ŞCOALA GENERALA DE 8 CLASETUDOR VLADIMIRESCU MOARĂ)",409,"TUDOR VLADIMIRESCU",77313,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:06:10",771,761,1,9,0,414,405,0,9,0,406,8,831,408,119,73,204,10
