precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 129",835,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:54:00",1566,1552,4,10,0,680,670,0,10,0,655,25,1700,1020,336,69,14,42,40,126,28
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 129",834,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 16:48:58",1400,1397,0,3,0,703,700,0,3,0,691,12,1600,897,306,68,19,38,33,209,18
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 129",836,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:10:54",1542,1534,2,6,0,755,749,0,6,0,722,33,1708,953,340,77,17,63,34,159,32
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 129",838,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:33:20",1335,1330,2,3,0,605,602,0,3,0,582,23,1400,795,301,58,10,40,26,132,15
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 133",731,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 18:22:13",1436,1421,3,12,0,645,633,0,12,0,624,21,1700,1055,322,56,13,40,30,131,32
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 133",730,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 19:20:43",1449,1361,1,9,78,688,601,0,9,78,671,13,1800,1112,335,82,17,30,37,138,32
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 133",729,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 02:09:39",1471,1448,2,11,10,636,615,0,11,10,609,27,1800,1164,321,68,14,42,33,111,20
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 133",726,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 23:38:40",1416,1375,2,8,31,652,613,0,8,31,630,22,1700,1048,316,77,10,36,20,148,23
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 133",727,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 03:49:45",1492,1460,4,8,20,699,673,0,8,18,676,23,1814,1115,334,55,10,57,17,165,38
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 133",728,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:07:22",1388,1376,2,5,5,644,634,0,5,5,629,15,1700,1056,334,66,10,33,28,138,20
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 133",725,"BUCUREŞTI SECTORUL 4",179178,5,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 16:09:54",1462,1445,6,11,0,557,545,1,11,0,541,16,1800,1243,265,50,9,30,25,139,23
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 133",724,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 18:48:22",1690,1672,0,6,12,671,653,0,6,12,656,15,2097,1426,340,78,18,42,25,133,20
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",815,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:39:10",1732,1718,8,6,0,616,610,0,6,0,600,16,1900,1284,316,89,10,35,27,98,25
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",817,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:59:45",1737,1727,2,7,1,714,706,0,7,1,698,16,1900,1186,382,98,18,26,40,107,27
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",813,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:42:23",1732,1724,5,3,0,677,674,0,3,0,661,16,1900,1221,332,56,14,56,30,134,39
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",812,"BUCUREŞTI SECTORUL 4",179178,4,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 18:48:55",1653,1645,1,7,0,604,597,0,7,0,593,11,1800,1196,328,56,5,30,26,115,33
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",816,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:27:07",1557,1549,3,5,0,617,612,0,5,0,598,19,8500,7883,309,66,6,31,42,100,44
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",820,"BUCUREŞTI SECTORUL 4",179178,3,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:30:27",1701,1700,0,1,0,592,591,0,1,0,576,16,1900,1308,273,69,17,44,51,85,37
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",814,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:01:37",1653,1648,1,4,0,576,572,0,4,0,565,11,1800,1224,279,69,8,35,52,93,29
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",818,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:13:05",1845,1831,2,12,0,758,746,0,12,0,737,21,2000,1242,341,66,12,48,35,193,42
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",819,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 15:58:13",1860,1850,5,5,0,738,733,0,5,0,700,38,2000,1262,340,80,22,38,41,144,35
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 189",772,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:36:01",1274,1262,2,9,1,550,540,0,9,1,537,13,1400,850,240,56,13,54,15,141,18
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 189",771,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 12:51:07",931,922,3,6,0,349,340,3,6,0,335,11,1000,654,166,45,14,21,19,58,12
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 189",774,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 23:05:30",1477,1471,2,3,1,628,624,0,3,1,606,21,1600,972,335,54,5,37,20,131,24
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 189",773,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 20:14:21",1768,1766,1,1,0,663,662,0,1,0,633,28,1900,1237,303,72,11,30,23,171,23
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 189",776,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:44:07",964,958,1,5,0,398,393,0,5,0,390,8,1000,602,187,39,6,35,7,101,15
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 189",777,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:17:22",1314,1308,2,4,0,666,662,0,4,0,648,18,1402,736,342,80,7,30,14,158,17
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 189",775,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 16:10:58",1205,1199,1,5,0,494,489,0,5,0,469,25,1300,806,228,46,9,23,28,102,33
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",701,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:36:19",1272,1260,4,8,0,584,576,0,8,0,559,25,1399,815,302,48,8,38,26,118,19
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",704,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:01:32",1207,1198,1,4,4,599,591,0,4,4,577,22,1500,901,243,82,8,33,13,182,16
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",699,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:56:54",1236,1218,0,17,1,579,561,0,17,1,560,19,1399,820,270,54,8,43,18,155,12
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",702,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 13:05:58",1214,1201,3,9,1,533,523,0,9,1,521,12,1300,767,231,59,7,34,32,143,15
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",707,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:54:41",1225,1214,3,8,0,474,466,0,8,0,461,13,1300,826,173,52,16,36,39,117,28
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",698,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:10:25",1562,1551,2,9,0,725,716,0,9,0,709,16,1700,975,326,71,14,38,29,206,25
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",706,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 07:38:14",1667,1651,6,10,0,790,780,0,10,0,770,20,1797,1007,289,80,19,79,23,248,32
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",703,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:53:49",1066,1054,5,7,0,447,439,1,7,0,440,7,1200,753,217,32,7,28,15,129,12
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",700,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:37:40",1225,1208,8,9,0,612,603,0,9,0,600,12,1300,688,267,75,7,48,10,177,16
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",705,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:51:39",1601,1585,7,9,0,794,785,0,9,0,771,23,1794,1000,319,72,28,55,24,240,33
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",696,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 03:16:25",1545,1530,9,6,0,853,847,0,6,0,839,14,1700,847,330,49,16,76,27,320,21
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",708,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:25:20",1152,1141,2,9,0,407,398,0,9,0,401,6,1300,893,172,46,8,12,14,131,18
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",697,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:28:15",1492,1473,8,11,0,773,761,1,11,0,756,17,1600,827,306,86,16,64,29,230,25
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",695,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:45:02",1075,1063,3,9,0,523,514,0,9,0,513,10,1198,675,211,37,15,43,20,175,12
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",693,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 09:51:05",1578,1531,31,16,0,781,764,1,16,0,767,9,1700,919,285,54,7,103,18,286,14
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",694,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 11:13:38",1266,1252,8,6,0,566,560,0,6,0,553,13,1400,834,234,44,7,56,9,185,18
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 194",783,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 11:06:24",870,865,0,5,0,403,398,0,5,0,384,19,1000,597,198,41,6,23,15,86,15
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 194",787,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:03:17",1151,1138,2,11,0,546,535,0,11,0,527,19,1200,654,260,48,10,27,17,142,23
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 194",786,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:18:00",1084,1074,5,5,0,468,463,0,5,0,447,19,1400,934,218,50,15,32,8,95,29
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 194",784,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:14:58",1197,1185,1,11,0,532,521,0,11,0,510,22,1300,768,242,46,4,39,18,134,27
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 194",785,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:33:15",1449,1434,4,11,0,635,624,0,11,0,615,19,1598,963,306,61,17,33,17,162,19
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 194",782,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:07:52",942,935,1,6,0,453,447,0,6,0,435,18,1000,547,183,49,6,40,25,121,11
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 194",789,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 21:40:04",1109,1103,0,4,2,510,504,0,4,2,483,17,1200,690,225,50,8,24,15,131,30
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 194",788,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 02:46:11",916,906,3,7,0,385,378,0,7,0,370,15,1000,615,190,32,7,27,6,96,12
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 308",811,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:13:47",1453,1447,1,5,0,572,567,0,5,0,558,14,1600,1028,287,78,11,22,31,95,34
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 308",808,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:13:17",1258,1248,4,6,0,577,571,0,6,0,558,19,1400,823,285,54,11,25,31,120,32
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 308",809,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:47:54",1152,1146,2,4,0,516,512,0,4,0,492,24,1200,684,256,64,11,17,31,84,29
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 308",810,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:12:55",1341,1335,1,5,0,551,546,0,5,0,534,17,1400,837,241,63,15,27,22,136,30
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 308",806,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:55:42",1403,1389,5,9,0,555,546,0,9,0,541,14,1495,940,268,69,19,30,18,106,31
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 308",807,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:32:38",1336,1328,7,0,1,614,613,0,0,1,603,11,1400,786,335,49,12,39,28,100,40
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 79",673,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:13:08",1001,966,17,14,4,449,431,0,14,4,433,10,1200,751,165,54,5,39,9,149,12
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 79",672,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:57:45",886,861,20,5,0,372,367,0,5,0,371,1,1000,628,157,55,3,26,11,108,11
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 79",674,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 00:50:15",1342,1308,19,14,1,561,546,0,14,1,547,13,1499,938,184,61,2,45,23,203,29
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 96",753,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 12:44:21",1566,1502,55,9,0,656,647,0,9,0,632,24,1597,941,285,52,17,46,37,162,33
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 96",751,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:44:47",1081,1070,3,7,1,513,505,0,7,1,490,23,1200,687,230,57,19,33,29,111,11
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 96",750,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:34:43",898,889,2,7,0,433,426,0,7,0,415,18,1002,569,186,43,4,29,20,115,18
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 96",754,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:59:13",1131,1117,6,8,0,501,493,0,8,0,484,17,1200,699,237,60,9,29,16,111,22
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 96",752,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 03:21:23",1031,1016,0,14,1,437,423,0,13,1,417,19,1098,661,170,50,4,39,15,118,21
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 97",686,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:39:52",1450,1229,213,8,0,662,654,0,8,0,648,12,1400,740,224,51,9,52,20,265,27
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 97",685,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:05:58",1303,1285,9,9,0,602,593,0,9,0,587,15,1405,803,238,48,8,51,18,198,26
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 97",688,"BUCUREŞTI SECTORUL 4",179178,3,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 12:13:43",988,959,19,10,0,538,528,0,10,0,533,5,1100,562,198,51,3,33,18,219,11
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 97",684,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:54:38",1173,1157,6,9,1,560,550,0,9,1,550,10,1300,740,215,55,7,44,13,207,9
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 97",687,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 15:45:05",1191,1173,6,12,0,623,611,0,12,0,613,10,1300,677,216,46,8,54,14,256,19
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 97",691,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 17:30:48",996,983,7,6,0,505,499,0,6,0,495,10,1100,595,171,45,8,42,16,197,16
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 97",690,"BUCUREŞTI SECTORUL 4",179178,3,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 12:54:23",1472,1426,38,8,0,712,704,0,8,0,697,15,1600,888,249,48,7,76,17,289,11
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 97",692,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:00:12",906,890,6,10,0,466,456,0,10,0,452,14,1000,534,177,31,6,42,14,167,15
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 97",689,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:03:16",1204,1111,9,84,0,561,549,0,12,0,542,15,1200,641,201,60,6,43,24,192,16
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 99",845,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:31:52",1447,1434,3,9,1,639,629,0,9,1,623,16,1601,962,317,88,14,46,32,105,21
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 99",847,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 18:19:10",1422,1412,4,5,1,559,553,0,5,1,547,11,1500,941,274,78,16,30,21,106,22
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 99",846,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 13:08:11",1774,1764,1,9,0,732,723,0,9,0,702,30,1900,1168,338,88,8,35,53,139,41
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 99",848,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:37:56",1674,1666,3,5,0,652,647,0,5,0,626,26,1800,1148,330,97,14,27,40,82,36
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”ŞERBAN VODĂ”",804,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:51:42",1461,1388,65,8,0,579,571,0,8,0,570,9,1500,921,266,62,9,35,26,145,27
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”ŞERBAN VODĂ”",801,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 21:01:02",1545,1537,3,5,0,558,553,0,5,0,535,18,1800,1242,207,66,7,34,18,179,24
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”ŞERBAN VODĂ”",802,"BUCUREŞTI SECTORUL 4",179178,6,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 21:07:16",1798,1780,2,14,2,838,822,0,14,2,810,28,2000,1162,338,114,18,51,33,214,42
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”ŞERBAN VODĂ”",803,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 22:13:03",1423,1411,7,5,0,594,589,0,5,0,580,14,1500,906,281,73,10,22,37,139,18
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”ŞERBAN VODĂ”",805,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:23:42",1330,1308,13,8,1,638,629,0,8,1,606,32,1400,762,274,70,9,51,17,150,35
