precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"JUDE TRAIAN-FELICIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BUDA MARIA-NICOLETA-PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL ARDEU",261,BALŞA,87843,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:08:11",56,49,0,7,0,48,41,0,7,0,44,4,55,7,29,15
22,HUNEDOARA,"CĂMINUL CULTURAL MADA",262,BALŞA,87843,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:58",97,87,0,7,3,79,69,0,7,3,79,0,100,21,66,13
22,HUNEDOARA,"CĂMINUL CULTURAL POIANA",263,BALŞA,87843,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:06:26",77,63,0,8,6,66,52,0,8,6,65,1,80,14,60,5
22,HUNEDOARA,"CĂMINUL CULTURAL POIENIŢA",264,BALŞA,87843,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:31:51",77,68,1,5,3,50,41,1,5,3,49,1,75,25,42,7
22,HUNEDOARA,"CĂMINUL CULTURAL VOIA",266,BALŞA,87843,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:35:14",79,64,0,3,12,57,42,0,3,12,56,1,70,13,53,3
22,HUNEDOARA,"PRIMĂRIA COMUNEI BALŞA",259,BALŞA,87843,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:35:11",254,216,14,14,10,164,135,5,14,10,161,3,250,86,140,21
22,HUNEDOARA,"ŞCOALA GENERALĂ ALMAŞU MIC DE MUNTE",260,BALŞA,87843,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:01:42",69,53,0,9,7,47,31,0,9,7,46,0,58,12,41,5
22,HUNEDOARA,"ŞCOALA GENERALĂ VĂLIŞOARA",265,BALŞA,87843,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:12:44",59,52,1,5,1,31,25,0,5,1,30,1,58,27,26,4
