precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi"
15,COVASNA,"ŞCOALA GIMNAZIALĂ VÂLCELE",204,VÂLCELE,64942,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:52:56",1166,1129,3,5,29,789,755,0,5,29,659,130,1200,411,180,14,394,48,23
15,COVASNA,"ŞCOALA PRIMARĂ ARIUŞD",202,VÂLCELE,64942,3,PART,PRCNCT,CL,CL_SV,"2024-06-13 19:12:35",365,353,0,5,7,235,223,0,5,7,216,19,400,165,125,32,31,28,0
15,COVASNA,"ŞCOALA PRIMARĂ HETEA",203,VÂLCELE,64942,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:54:19",304,298,0,6,0,216,210,0,6,0,168,48,369,153,42,6,84,35,1
15,COVASNA,"SEDIUL PRIMĂRIEI ÎN SATUL ARACI-CORPUL A",200,VÂLCELE,64942,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:28",667,649,0,3,15,437,419,0,3,15,359,78,700,263,90,24,22,206,17
15,COVASNA,"SEDIUL PRIMĂRIEI ÎN SATUL ARACI-CORPUL B",201,VÂLCELE,64942,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:58:11",987,976,1,3,7,653,643,0,3,7,523,130,1100,447,129,29,43,291,31
