precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NĂSTASE DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","ION VASILE-DORU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NEŞU NICOLAE-FREDI-PARTIDUL NAȚIONAL LIBERAL-voturi","GOMOESCU ROMULUS-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"CASA PRAZNICALĂ A PAROHIEI MIEREA",406,VERNEŞTI,50102,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:42:29",396,390,0,6,0,204,198,0,6,0,200,4,440,236,152,25,11,12
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL NIȘCOV",407,VERNEŞTI,50102,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:15:41",1060,1050,1,8,1,510,501,0,8,1,489,21,1160,650,312,44,52,81
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”NICOLAE IOAN JILINSCHI” VERNEȘTI",403,VERNEŞTI,50102,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:28",2064,2051,3,10,0,1027,1017,0,10,0,1003,24,2290,1263,827,81,51,44
10,BUZĂU,"ŞCOALA GIMNAZIALĂ SAT CINDEŞTI",405,VERNEŞTI,50102,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:47:12",1316,1316,0,0,0,656,656,0,0,0,625,31,1460,804,369,20,220,16
10,BUZĂU,"ŞCOALA GIMNAZIALĂ SAT CÎNDEȘTI",404,VERNEŞTI,50102,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:16:27",1385,1381,0,4,0,707,703,0,4,0,670,37,1520,813,417,22,226,5
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”VASILE ALDEA” ZOREȘTI",409,VERNEŞTI,50102,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:44",1102,1093,1,8,0,583,575,0,8,0,566,17,1200,617,442,35,54,35
10,BUZĂU,"ŞCOALA PRIMARĂ SĂSENII NOI",408,VERNEŞTI,50102,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:13:15",294,286,0,8,0,152,144,0,8,0,149,3,318,166,114,2,13,20
