precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MĂRGELU FLORENTIN-RĂZVAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BUTUŞINĂ MARIAN-DARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GALICEANU CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","DASCĂLU AURELIA-ELENA-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
17,DOLJ,"GRĂDINIŢA NR. 2 DOBRIDOR",417,MOŢĂŢEI,73335,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:02:36",592,578,0,8,6,324,310,0,8,6,297,13,700,108,137,2,114,44
17,DOLJ,"GRĂDINIŢA NR. 2 MOŢĂŢEI",414,MOŢĂŢEI,73335,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:25:31",1667,1625,1,15,26,892,850,1,15,26,860,32,1792,900,579,10,15,256
17,DOLJ,"GRĂDINIŢA NR. 3 MOŢĂŢEI",416,MOŢĂŢEI,73335,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:33:14",1528,1509,0,5,14,873,854,0,5,14,857,16,1600,727,599,10,40,208
17,DOLJ,"ŞCOALA MOŢĂŢEI GARĂ",418,MOŢĂŢEI,73335,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:04:07",661,626,2,5,28,340,311,1,5,23,320,20,800,460,219,13,21,67
17,DOLJ,"ŞCOALA NR. 1 MOŢĂŢEI",415,MOŢĂŢEI,73335,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:27:36",1046,1031,0,7,8,574,559,0,7,8,556,18,1100,526,424,4,12,116
