precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
19,GIURGIU,"PRIMARIA COMUNEI PRUNDU",187,PRUNDU,104680,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:27",1630,1622,0,8,0,1010,1002,0,8,0,984,26,1786,776,807,100,77
19,GIURGIU,"ŞCOALA PRIMARĂ NR.1 PRUNDU",188,PRUNDU,104680,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:13:20",1038,1037,1,0,0,652,652,0,0,0,632,20,1138,486,555,45,32
19,GIURGIU,"ŞCOALA PRIMARĂ NR.1 PUIENI",189,PRUNDU,104680,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 16:29:52",580,575,0,5,0,383,378,0,5,0,367,16,631,248,237,80,50
