precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","DEDIU BRÎNDUŞA-PAULA-voturi"
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL SAVINESTI",416,SĂVINEŞTI,120824,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:52:44",685,670,2,10,3,343,329,1,10,3,329,14,700,357,95,48,131,17,22,16
29,NEAMŢ,"GRADINIŢA CU PROGRAM PRELUNGIT SAVINESTI",417,SĂVINEŞTI,120824,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:38:50",550,537,1,6,6,274,262,0,6,6,266,8,600,326,90,43,94,5,25,9
29,NEAMŢ,"SCOALA GIMNAZIALA I.GERVESCU SAVINESTI",415,SĂVINEŞTI,120824,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:54:45",1645,1630,1,7,7,440,426,0,7,7,424,16,1800,1360,120,45,203,28,22,6
29,NEAMŢ,"ŞCOALA GIMNAZIALA SĂVINESTI",418,SĂVINEŞTI,120824,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:13:11",1463,1428,3,15,17,770,738,2,15,15,737,33,1600,830,257,90,289,8,32,61
29,NEAMŢ,"SCOALA PRIMARA DUMBRAVA DEAL",420,SĂVINEŞTI,120824,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:23:10",338,327,0,5,6,185,174,0,5,6,179,6,400,206,30,26,99,6,4,14
29,NEAMŢ,"SCOALA PRIMARA SAVINESTI",419,SĂVINEŞTI,120824,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:14:23",1225,1211,0,8,6,684,670,0,8,6,665,19,1300,616,180,133,239,12,15,86
