precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL NIȘCOV",407,VERNEŞTI,50102,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:15:41",1060,1050,1,8,1,510,501,0,8,1,476,34,1160,650,62,47,240,7,7,38,75
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL NITRARIA BERCA",146,BERCA,45101,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:14:23",925,919,0,5,1,453,447,0,5,1,439,14,1015,562,42,28,285,2,5,13,64
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 COMUNA CISLĂU",208,CISLĂU,46313,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:23",1767,1717,0,24,26,1122,1072,0,24,26,1090,32,4109,2987,69,407,442,7,42,41,82
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL NR. 2 COMUNA PADINA",298,PADINA,48138,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:25:22",1235,1210,2,7,16,692,669,0,7,16,609,83,1351,659,38,273,245,4,6,18,25
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 TĂBĂRĂȘTI",235,GĂLBINAŞI,46769,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:42",1063,1045,1,9,8,649,632,0,9,8,611,38,1215,566,57,61,412,3,13,37,28
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL ”ORIZONT”",86,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:36:32",1416,1406,0,10,0,652,642,0,10,0,617,35,1600,948,94,147,303,12,11,22,28
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL PIETROSU",225,COSTEŞTI,46484,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:34",1058,1055,0,3,0,467,464,0,3,0,429,38,1160,693,36,80,275,1,7,13,17
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL RĂDUCEŞTI",385,TOPLICENI,49769,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:30",401,389,0,11,1,229,217,0,11,1,210,18,430,202,28,55,99,5,3,8,12
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL RĂTEŞTI",152,BERCA,45101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:06:29",725,717,1,5,2,325,317,1,5,2,304,21,791,466,17,36,209,2,4,10,26
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL RUBLA",400,"VALEA RÂMNICULUI",50022,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:21:24",912,901,1,6,4,550,540,0,6,4,521,29,994,444,41,59,342,5,9,46,19
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL SĂGEATA",338,SĂGEATA,49073,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:40:15",1021,970,0,8,43,701,650,0,8,43,664,37,1126,425,82,81,476,4,2,13,6
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL SĂHĂTENI",344,SĂHĂTENI,49153,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:36",1301,1246,0,25,30,874,819,0,25,30,833,41,1460,586,86,302,363,6,10,28,38
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL SAT BALTA ALBĂ",136,"BALTA ALBĂ",44934,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:41",450,408,0,24,18,310,268,0,24,18,285,25,449,139,17,141,95,2,2,3,25
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL SAT IZVORU DULCE COMUNA MEREI",282,MEREI,47453,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:14",688,685,0,2,1,344,341,0,2,1,331,13,760,416,88,19,196,1,4,14,9
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL SAT PADURENI, COMUNA TISAU",376,TISĂU,49643,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:37",408,399,0,4,5,226,217,0,4,5,214,12,445,219,36,22,130,5,6,7,8
10,BUZĂU,"GRADINIŢA CU PROGRAM NORMAL SAT VALEA SĂLCIILOR, COMUNA TISAU",379,TISĂU,49643,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:16:22",543,532,0,11,0,318,307,0,11,0,300,18,585,267,47,41,170,15,4,6,17
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL SCUTELNICI",358,SCUTELNICI,49439,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:17",852,819,0,7,26,524,491,0,7,26,478,46,900,376,27,91,313,6,4,17,20
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL SMEENI",364,SMEENI,49545,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:09:39",1102,1095,1,5,1,575,569,0,5,1,546,29,1200,625,40,68,373,2,3,21,39
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL UDAŢI- MÂNZU",370,SMEENI,49545,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:16",703,700,0,2,1,353,350,0,2,1,336,17,787,434,40,22,243,4,0,18,9
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL VADU PAŞII",393,"VADU PAŞII",49956,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:37",1658,1650,1,4,3,1039,1032,0,4,3,978,61,1835,796,77,297,498,6,9,32,59
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”BOBOCEII DIN MICRO III”",72,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:58:24",1324,1316,0,8,0,574,566,0,8,0,558,16,1400,826,51,66,308,13,16,24,80
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMEA COPILĂRIEI”",92,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:36",1544,1539,1,4,0,715,711,0,4,0,679,36,1700,985,63,136,362,23,17,45,33
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMEA COPILĂRIEI”",93,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:21:10",1587,1585,0,2,0,675,673,0,2,0,653,22,1800,1125,66,123,340,26,6,36,56
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”MUGURAŞII”",91,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:15",1360,1356,0,4,0,568,564,0,4,0,544,24,1500,932,70,139,249,19,6,42,19
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1",51,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:24",1416,1413,3,0,0,759,759,0,0,0,745,14,1500,741,41,107,393,12,13,25,154
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",100,"MUNICIPIUL RÂMNICU SĂRAT",44845,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:12:07",1398,1389,2,7,0,609,602,0,7,0,584,25,1500,891,54,86,343,6,6,39,50
10,BUZĂU,"GRADINIȚA CU PROGRAM PRELUNGIT NR.4",62,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:11",1215,1208,0,7,0,521,514,0,7,0,505,16,1300,779,50,65,276,7,10,18,79
10,BUZĂU,"GRADINIȚA CU PROGRAM PRELUNGIT NR.8",44,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:38",944,932,5,7,0,433,426,0,7,0,415,18,1000,567,37,46,238,2,6,26,60
10,BUZĂU,"GRADINIȚA CU PROGRAM PRELUNGIT NR.8",45,"MUNICIPIUL BUZĂU",44818,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:51:50",760,752,0,8,0,335,327,0,8,0,324,11,850,515,28,45,179,7,2,9,54
10,BUZĂU,"GRADINIȚA CU PROGRAM PRELUNGIT NR.8",46,"MUNICIPIUL BUZĂU",44818,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:39:00",1562,1553,0,9,0,703,694,0,9,0,703,0,1700,997,99,106,343,11,15,44,85
10,BUZĂU,"GRĂDINIŢA DĂSCĂLEŞTI",322,PUIEŞTI,48842,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:34",548,536,0,9,3,312,300,0,9,3,290,22,589,277,15,129,118,7,2,6,13
10,BUZĂU,"GRĂDINIŢA DE COPII POŞTA CÎLNĂU",317,"POŞTA CÂLNĂU",48771,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:42:14",981,962,1,3,15,600,582,0,3,15,563,37,1040,440,59,106,338,4,4,29,23
10,BUZĂU,"GRĂDINIŢA DE COPII POŞTA CÎLNĂU",316,"POŞTA CÂLNĂU",48771,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:08",1023,1010,2,4,7,571,560,0,4,7,517,20,1100,540,45,82,363,2,6,19,0
10,BUZĂU,"GRĂDINIŢA DE COPII VADU SOREŞTI",419,ZĂRNEŞTI,50415,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:24",1021,994,1,17,9,663,637,0,17,9,629,34,1100,437,34,361,170,1,7,7,49
10,BUZĂU,"GRĂDINIŢA DE COPII ZĂRNEŞTI",420,ZĂRNEŞTI,50415,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:44",852,820,1,19,12,579,548,0,19,12,538,39,900,323,42,306,107,2,10,19,52
10,BUZĂU,"GRADINITA PN PIETROIU",176,BUDA,45673,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:56:05",533,512,0,10,11,323,302,0,10,11,267,56,569,246,21,42,146,0,4,5,49
10,BUZĂU,"GRĂDINITA POD VINETIS - VECHE",110,"ORAŞ NEHOIU",47916,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:39",514,504,0,1,9,340,330,0,1,9,322,17,570,230,36,27,208,1,1,37,12
10,BUZĂU,"GRĂDINIŢA PROSCA",295,NĂENI,47854,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:43:46",172,162,0,9,1,124,114,0,9,1,113,11,180,56,10,49,35,0,0,6,13
10,BUZĂU,"GRĂDINIŢA SĂTUC",153,BERCA,45101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:05",555,548,0,6,1,291,284,0,6,1,278,13,605,314,31,22,183,3,4,11,24
10,BUZĂU,"GRUP SCOLAR TEHNIC NEHOIU STR. SCOLII",103,"ORAŞ NEHOIU",47916,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:15:57",937,921,2,6,8,503,489,0,6,8,477,26,1000,497,54,90,225,14,0,19,75
10,BUZĂU,"LICEUL AGRICOL ”DR. CONSTANTIN ANGELESCU”",40,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:59:05",1240,1232,2,5,1,594,588,0,5,1,571,23,1400,806,39,93,256,8,17,43,115
10,BUZĂU,"LICEUL CU PROGRAM SPORTIV ”IOLANDA BALAŞ SÖTER”",70,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:09",1202,1194,0,8,0,532,524,0,8,0,509,23,1300,768,73,66,267,9,14,14,66
10,BUZĂU,"LICEUL CU PROGRAM SPORTIV ”IOLANDA BALAŞ SÖTER”",69,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:35",315,308,0,7,0,315,308,0,7,0,300,15,900,585,27,178,36,32,8,14,5
10,BUZĂU,"LICEUL CU PROGRAM SPORTIV ”IOLANDA BALAŞ SÖTER”",71,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:18",1024,1013,0,11,0,423,412,0,11,0,409,14,1100,677,53,44,230,6,12,20,44
10,BUZĂU,"LICEUL DE ARTE ”MARGARETA STERIAN”",33,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:38:53",1389,1379,1,6,3,628,619,0,6,3,604,24,1500,872,67,119,286,16,14,24,78
10,BUZĂU,"LICEUL ECONOMIC ”ELINA MATEI BASARAB”",101,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:36",1371,1363,0,8,0,592,584,0,8,0,571,21,1500,908,58,129,289,16,9,18,52
10,BUZĂU,"LICEUL TEHNIC BUZĂU",31,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:19",784,779,0,5,0,360,355,0,5,0,353,7,900,540,29,40,223,5,5,24,27
10,BUZĂU,"LICEUL TEHNIC BUZĂU",32,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:26:18",817,802,2,10,3,369,356,0,10,3,357,12,900,531,37,39,223,9,2,22,25
10,BUZĂU,"LICEUL TEHNOLOGIC ”DIMITRIE FILIPESCU”",38,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:27:00",1337,1331,2,4,0,563,559,0,4,0,542,21,1500,937,67,53,322,8,11,27,54
10,BUZĂU,"LICEUL TEHNOLOGIC ”DIMITRIE FILIPESCU”",39,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:51",1409,1403,0,6,0,477,471,0,6,0,456,21,1500,1023,66,39,263,3,12,32,41
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”",11,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:18",1185,1181,0,4,0,502,498,0,4,0,489,13,1300,798,48,71,263,7,13,25,62
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”",10,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:49",1325,1320,0,4,1,542,537,0,4,1,525,11,1500,958,63,71,263,10,9,31,78
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”",9,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:30",1518,1514,0,4,0,612,608,0,4,0,604,8,1700,1088,48,69,375,6,12,30,64
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”",12,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:37:55",1333,1326,1,6,0,534,528,0,6,0,515,19,1500,966,53,45,308,8,11,28,62
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”– SALĂ DE SPORT",8,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:42",1082,1075,2,5,0,465,460,0,5,0,445,20,1200,735,51,56,225,3,7,34,69
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”– SALĂ DE SPORT",7,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:48",976,964,2,10,0,421,411,0,10,0,403,18,1100,679,45,44,199,2,17,25,71
10,BUZĂU,"LICEUL TEHNOLOGIC ”HENRI COANDĂ”",24,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:38:24",1262,1257,0,5,0,357,352,0,5,0,337,20,1400,1043,54,43,171,4,4,46,15
10,BUZĂU,"LICEUL TEHNOLOGIC ”HENRI COANDĂ”",25,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:38",1104,1097,0,7,0,478,471,0,7,0,455,23,1200,722,80,68,233,2,9,26,37
10,BUZĂU,"LICEUL TEHNOLOGIC ”HENRI COANDĂ”",26,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:28",1264,1259,0,5,0,517,512,0,5,0,502,15,1400,883,41,38,323,10,5,23,62
10,BUZĂU,"LICEUL TEHNOLOGIC ”HENRI COANDĂ”",23,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:57:50",1372,1351,0,9,12,471,451,0,9,11,453,18,1500,1029,52,48,269,8,12,24,40
10,BUZĂU,"LICEUL TEHNOLOGIC MESERII ŞI SERVICII",76,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:56:47",974,963,0,11,0,353,342,0,11,0,341,12,1100,747,51,56,177,3,7,27,20
10,BUZĂU,"LICEUL TEHNOLOGIC MESERII ŞI SERVICII",77,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:06:14",1432,1422,2,8,0,508,500,0,8,0,477,31,1600,1092,69,106,228,5,13,25,31
10,BUZĂU,"LICEUL TEHNOLOGIC PĂTÂRLAGELE",119,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:11",1038,1033,3,2,0,561,559,0,2,0,533,28,1139,578,78,152,228,9,16,23,27
10,BUZĂU,"LICEUL TEHNOLOGIC PĂTÂRLAGELE",118,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:57",908,893,2,11,2,517,504,0,11,2,500,17,984,467,75,145,234,2,4,14,26
10,BUZĂU,"LICEUL TEHNOLOGIC RUȘEȚU",334,RUŞEŢU,49046,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:44:41",949,927,1,13,8,658,637,0,13,8,553,105,1200,538,112,192,145,6,10,32,56
10,BUZĂU,"LICEUL TEHNOLOGIC SF.MUCENIC SAVA, BERCA",147,BERCA,45101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:36:56",644,636,0,4,4,335,327,0,4,4,329,6,718,383,25,46,166,2,10,9,71
10,BUZĂU,"LICEUL TEHNOLOGIC ”VICTOR FRUNZĂ”",87,"MUNICIPIUL RÂMNICU SĂRAT",44845,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:40:51",1648,1638,0,10,0,628,618,0,10,0,581,47,1800,1172,77,96,315,9,16,38,30
10,BUZĂU,"LICEUL TEHNOLOGIC ”VICTOR FRUNZĂ”",88,"MUNICIPIUL RÂMNICU SĂRAT",44845,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:14:04",1325,1285,0,9,31,621,581,0,9,31,585,36,1470,849,59,122,316,9,15,28,36
10,BUZĂU,"LICEUL TEORETIC DE INFORMATICĂ ”ALEXANDRU MARGHILOMAN”",22,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:55:13",1304,1298,0,6,0,562,556,0,6,0,542,20,1400,834,68,60,296,6,13,37,62
10,BUZĂU,"LICEUL TEORETIC DE INFORMATICĂ ”ALEXANDRU MARGHILOMAN”",20,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:04",1267,1258,0,9,0,571,562,0,9,0,554,17,1400,829,82,60,310,8,12,34,48
10,BUZĂU,"LICEUL TEORETIC DE INFORMATICĂ ”ALEXANDRU MARGHILOMAN”",21,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:55:04",1217,1215,0,2,0,515,513,0,2,0,491,24,1400,885,61,47,280,5,11,29,58
10,BUZĂU,"LICEUL TEORETIC POGOANELE",128,"ORAŞ POGOANELE",48744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:32:12",1521,1445,1,7,68,925,850,0,7,68,870,55,1594,669,211,153,382,7,5,27,85
10,BUZĂU,"LICEUL TEORETIC ”ŞTEFAN CEL MARE”",95,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:35",1221,1213,0,8,0,567,559,0,8,0,542,25,1300,733,52,123,262,12,10,45,38
10,BUZĂU,"PRIMARIA COMUNEI BĂLĂCEANU",139,BĂLĂCEANU,44989,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:42:58",1285,1128,0,89,68,959,802,0,89,68,925,34,1316,357,71,377,422,3,6,27,19
10,BUZĂU,"PRIMARIA LARGU",258,LARGU,47159,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:34",1264,1169,0,70,25,920,825,0,70,25,856,64,1285,365,81,185,525,4,2,30,29
10,BUZĂU,"PRIMARIA MĂRGĂRITEŞTI",273,MĂRGĂRITEŞTI,47417,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:51:06",481,406,0,40,35,389,314,0,40,35,308,33,484,143,15,79,199,1,0,8,6
10,BUZĂU,"PRIMĂRIA RACOVIŢENI",326,RACOVIŢENI,48922,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:32:44",988,983,1,4,0,599,595,0,4,0,541,58,1078,479,51,105,322,2,9,20,32
10,BUZĂU,"PRIMARIA STILPU",372,STÂLPU,49625,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:37",1179,1169,1,6,3,712,703,0,6,3,655,57,1287,575,75,86,404,4,5,27,54
10,BUZĂU,"SALA DE FESTIVITATI A PRIMARIEI BISOCA",155,BISOCA,45245,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:17",438,424,1,9,4,260,247,0,9,4,239,21,469,209,20,42,172,0,2,2,1
10,BUZĂU,"SALA DE FESTIVITĂŢI A PRIMĂRIEI COMUNEI VADU PAŞII",392,"VADU PAŞII",49956,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:05:29",1839,1820,0,6,13,1156,1137,0,6,13,1102,54,2055,899,90,329,586,4,5,33,55
10,BUZĂU,"SALA DE FESTIVITĂŢI SCORTOASA",351,SCORŢOASA,49313,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:16",958,936,1,8,13,618,597,0,8,13,571,47,1075,457,42,178,325,2,3,10,11
10,BUZĂU,"SALA DE ŞEDINŢE PRIMĂRIA ZIDURI",421,ZIDURI,50479,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:37",820,805,0,4,11,465,450,0,4,11,422,43,796,331,77,83,212,9,2,15,24
10,BUZĂU,"SALA DE SPORT A ORASULUI",104,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:08",664,654,0,4,6,424,414,0,4,6,402,22,720,296,39,49,252,5,8,10,39
10,BUZĂU,"SALA DE SPORT SĂRATA MONTEORU",286,MEREI,47453,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:01",675,663,0,12,0,351,339,0,12,0,338,13,730,379,44,75,182,9,3,12,13
10,BUZĂU,"SCOALA BANIŢA",339,SĂGEATA,49073,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:40:51",222,206,0,11,5,147,131,0,11,5,141,6,231,84,30,24,76,0,1,3,7
10,BUZĂU,"ŞCOALA BEILIC",340,SĂGEATA,49073,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:45:19",286,273,0,6,7,208,195,0,6,7,190,18,307,99,33,14,132,1,4,2,4
10,BUZĂU,"ŞCOALA BORDUŞANI",341,SĂGEATA,49073,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:24:40",327,301,0,9,17,229,203,0,9,17,217,12,332,103,30,24,157,0,0,1,5
10,BUZĂU,"ŞCOALA CARAGELE",265,LUCIU,47300,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:31:23",632,629,0,2,1,386,383,0,2,1,347,39,797,411,31,46,235,2,2,24,7
10,BUZĂU,"SCOALA CIOCÂRLIA",395,"VADU PAŞII",49956,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:13",566,561,0,5,0,390,385,0,5,0,364,26,591,201,29,137,162,1,1,10,24
10,BUZĂU,"ŞCOALA CÎRLIGU MARE",247,GLODEANU-SILIŞTEA,46910,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:31",307,297,0,8,2,198,188,0,8,2,182,16,315,117,30,25,117,2,1,5,2
10,BUZĂU,"ŞCOALA CLS.I-VIII VINTILEANCA",347,SĂHĂTENI,49153,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:09",696,652,0,6,38,460,416,0,6,38,436,24,660,200,18,227,165,3,3,17,3
10,BUZĂU,"ŞCOALA COZIENI",227,COZIENI,46554,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:38",486,455,0,23,8,346,315,0,23,8,314,32,510,164,15,91,133,3,23,6,43
10,BUZĂU,"ŞCOALA CU CLASELE I-IV GHERASENI",237,GHERĂSENI,46803,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:45",795,785,0,7,3,493,483,0,7,3,444,49,860,367,55,42,266,6,4,29,42
10,BUZĂU,"SCOALA CU CLASELE I-IV PRUND",114,"ORAŞ NEHOIU",47916,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:32",389,372,1,4,12,264,248,0,4,12,255,9,410,146,25,50,133,4,4,11,28
10,BUZĂU,"ŞCOALA CU CLS.I-IV GĂGENI",345,SĂHĂTENI,49153,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:50",374,353,0,12,9,249,228,0,12,9,236,13,405,156,22,80,117,0,3,9,5
10,BUZĂU,"ŞCOALA CU CLS.I-IV ISTRIŢA DE JOS",346,SĂHĂTENI,49153,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:50",253,243,0,4,6,146,136,0,4,6,132,14,270,124,13,53,51,2,2,6,5
10,BUZĂU,"ŞCOALA CU CLS.I-IV SLOBOZIA",191,CĂTINA,45959,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:55",167,156,0,6,5,120,109,0,6,5,117,3,179,59,8,16,89,2,1,0,1
10,BUZĂU,"ŞCOALA CU CLS.I-IV SUDITI",238,GHERĂSENI,46803,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:43",407,399,0,2,6,225,217,0,2,6,210,15,440,215,32,21,124,4,3,8,18
